,drug,cell_line,IC50
38698,Ibrutinib,SUDHL4,1.167174
38699,Ipatasertib,SUDHL4,-0.092731
38700,Irinotecan,SUDHL4,0.352238
38701,JNK Inhibitor VIII,SUDHL4,3.91671
38702,JQ1,SUDHL4,0.515063
38703,KU-55933,SUDHL4,4.393501
38704,LCL161,SUDHL4,3.369805
38705,LGK974,SUDHL4,2.96071
38706,LJI308,SUDHL4,4.182288
38707,LY2109761,SUDHL4,3.695968
38708,Leflunomide,SUDHL4,3.780039
38709,Lenalidomide,SUDHL4,4.287958
38710,Lestaurtinib,SUDHL4,-1.772226
38711,Linsitinib,SUDHL4,2.258948
38712,Luminespib,SUDHL4,-4.034787
38713,MG-132,SUDHL4,-1.991491
38714,MIRA-1,SUDHL4,4.138561
38715,MK-1775,SUDHL4,-0.807671
38716,MK-2206,SUDHL4,0.201264
38717,MK-8776,SUDHL4,1.361089
38718,MN-64,SUDHL4,3.328858
38719,Methotrexate,SUDHL4,2.068596
38720,Mirin,SUDHL4,3.949259
38721,Motesanib,SUDHL4,4.393501
38722,NU7441,SUDHL4,2.171948
38723,Navitoclax,SUDHL4,0.353508
38724,Nilotinib,SUDHL4,1.196592
38725,Niraparib,SUDHL4,2.589845
38726,Nutlin-3a (-),SUDHL4,4.154616
38727,OSI-027,SUDHL4,2.699902
38728,OTX015,SUDHL4,0.853493
38729,Osimertinib,SUDHL4,1.387361
38730,Oxaliplatin,SUDHL4,2.02584
38731,P22077,SUDHL4,4.154427
38732,PD0325901,SUDHL4,2.986798
38733,PD173074,SUDHL4,4.39232
38734,PF-4708671,SUDHL4,2.81939
38735,PFI-1,SUDHL4,3.187742
38736,PFI3,SUDHL4,4.393501
38737,PLX-4720,SUDHL4,3.665901
38738,PRIMA-1MET,SUDHL4,1.954177
38739,PRT062607,SUDHL4,-0.062761
38740,Palbociclib,SUDHL4,1.179931
38741,Pevonedistat,SUDHL4,-1.840592
38742,Picolinici-acid,SUDHL4,4.393501
38743,Pictilisib,SUDHL4,0.04162
38744,Piperlongumine,SUDHL4,1.398264
38745,Pyridostatin,SUDHL4,0.861342
38746,RO-3306,SUDHL4,2.407237
38747,RVX-208,SUDHL4,4.046598
38748,Refametinib,SUDHL4,3.73823
38749,Ribociclib,SUDHL4,1.525072
38750,Rucaparib,SUDHL4,3.694712
38751,Ruxolitinib,SUDHL4,2.963208
38752,SB505124,SUDHL4,1.314506
38753,SB590885,SUDHL4,3.619491
38754,SGC0946,SUDHL4,0.609985
38755,SL0101,SUDHL4,4.393501
38756,SN-38,SUDHL4,-5.127845
38757,Sabutoclax,SUDHL4,-3.070587
38758,Sapitinib,SUDHL4,2.572244
38759,Savolitinib,SUDHL4,2.090916
38760,Selumetinib,SUDHL4,2.836972
38761,Sepantronium bromide,SUDHL4,-5.69415
38762,Sorafenib,SUDHL4,1.14238
38763,Staurosporine,SUDHL4,-3.419077
38764,Talazoparib,SUDHL4,2.06463
38765,Tamoxifen,SUDHL4,3.503095
38766,Tanespimycin,SUDHL4,-0.1215
38767,Taselisib,SUDHL4,1.264825
38768,Telomerase Inhibitor IX,SUDHL4,-0.465907
38769,Temozolomide,SUDHL4,3.337333
38770,Temsirolimus,SUDHL4,-0.198691
38771,Tozasertib,SUDHL4,1.653188
38772,Trametinib,SUDHL4,1.362742
38773,Tretinoin,SUDHL4,4.176873
38774,Ulixertinib,SUDHL4,3.679644
38775,Uprosertib,SUDHL4,-0.545696
38776,VE-822,SUDHL4,1.114661
38777,VE821,SUDHL4,1.938346
38778,VX-11e,SUDHL4,1.166473
38779,Veliparib,SUDHL4,4.361731
38780,Venetoclax,SUDHL4,0.769859
38781,Vinorelbine,SUDHL4,-5.501886
38782,Vismodegib,SUDHL4,2.405181
38783,WEHI-539,SUDHL4,4.063887
38784,WIKI4,SUDHL4,2.778628
38785,WZ4003,SUDHL4,4.367746
38786,Wee1 Inhibitor,SUDHL4,0.478601
38787,Wnt-C59,SUDHL4,2.395223
38788,XAV939,SUDHL4,2.533156
38789,YK-4-279,SUDHL4,0.573431
38790,ZM447439,SUDHL4,0.987109
38791,5-Fluorouracil,SKNDZ,3.685842
38792,5-azacytidine,SKNDZ,1.765747
38793,A-366,SKNDZ,4.661898
38794,ABT737,SKNDZ,0.297647
38795,AGI-5198,SKNDZ,4.10467
38796,AGK2,SKNDZ,2.691726
38797,AMG-319,SKNDZ,4.702662
38798,AT13148,SKNDZ,3.589759
38799,AZ6102,SKNDZ,2.009139
38800,AZ960,SKNDZ,1.081754
38801,AZD1208,SKNDZ,3.109736
38802,AZD1332,SKNDZ,3.342953
38803,AZD3759,SKNDZ,2.039329
38804,AZD4547,SKNDZ,1.287207
38805,AZD5153,SKNDZ,1.90513
38806,AZD5363,SKNDZ,3.065807
38807,AZD5438,SKNDZ,1.519795
38808,AZD5582,SKNDZ,4.138772
38809,AZD5991,SKNDZ,2.440856
38810,AZD6738,SKNDZ,0.539968
38811,AZD7762,SKNDZ,-0.905567
38812,AZD8055,SKNDZ,-0.392609
38813,AZD8186,SKNDZ,2.914576
38814,Afatinib,SKNDZ,1.466376
38815,Afuresertib,SKNDZ,2.673061
38816,Alisertib,SKNDZ,-3.167098
38817,Alpelisib,SKNDZ,3.9125
38818,Avagacestat,SKNDZ,3.589268
38819,Axitinib,SKNDZ,0.803027
38820,BIBR-1532,SKNDZ,2.411284
38821,BMS-345541,SKNDZ,4.295957
38822,BMS-536924,SKNDZ,0.931472
38823,BMS-754807,SKNDZ,1.275726
38824,Bleomycin,SKNDZ,1.594636
38825,Bleomycin (50 uM),SKNDZ,2.961862
38826,Bortezomib,SKNDZ,-5.282326
38827,Bromosporine,SKNDZ,3.536598
38828,Buparlisib,SKNDZ,0.309932
38829,CCT007093,SKNDZ,4.712892
38830,CPI-637,SKNDZ,2.362324
38831,CZC24832,SKNDZ,5.146855
38832,Camptothecin,SKNDZ,-3.70315
38833,Carmustine,SKNDZ,5.385934
38834,Cisplatin,SKNDZ,1.80912
38835,Crizotinib,SKNDZ,1.138547
38836,Cyclophosphamide,SKNDZ,3.845972
38837,Cytarabine,SKNDZ,-0.925485
38838,Dabrafenib,SKNDZ,2.937581
38839,Dacarbazine,SKNDZ,4.38396
38840,Dactinomycin,SKNDZ,-4.00753
38841,Dactolisib,SKNDZ,-1.584673
38842,Dasatinib,SKNDZ,2.19699
38843,Dihydrorotenone,SKNDZ,2.862263
38844,Dinaciclib,SKNDZ,-2.410487
38845,Docetaxel,SKNDZ,-5.223331
38846,Doramapimod,SKNDZ,4.932647
38847,EHT-1864,SKNDZ,4.013536
38848,EPZ004777,SKNDZ,4.524091
38849,EPZ5676,SKNDZ,4.941461
38850,Elephantin,SKNDZ,2.222675
38851,Entinostat,SKNDZ,0.363406
38852,Entospletinib,SKNDZ,4.724321
38853,Epirubicin,SKNDZ,-2.232376
38854,Erlotinib,SKNDZ,1.107875
38855,Fludarabine,SKNDZ,4.614619
38856,Foretinib,SKNDZ,-0.145519
38857,Fulvestrant,SKNDZ,3.672446
38858,GDC0810,SKNDZ,5.060764
38859,GNE-317,SKNDZ,1.002772
38860,GSK-LSD1,SKNDZ,1.802564
38861,GSK1904529A,SKNDZ,2.189245
38862,GSK2110183B,SKNDZ,3.87369
38863,GSK2578215A,SKNDZ,3.582896
38864,GSK2606414,SKNDZ,3.33221
38865,GSK2801,SKNDZ,5.100907
38866,GSK2830371,SKNDZ,4.88357
38867,GSK343,SKNDZ,3.25577
38868,GSK591,SKNDZ,3.955876
38869,Gallibiscoquinazole,SKNDZ,1.939479
38870,Gefitinib,SKNDZ,2.444525
38871,Gemcitabine,SKNDZ,-2.192128
38872,I-BET-762,SKNDZ,4.205331
38873,I-BRD9,SKNDZ,5.168075
38874,ICL-SIRT078,SKNDZ,2.422552
38875,IWP-2,SKNDZ,2.253491
38876,Ibrutinib,SKNDZ,5.176657
38877,Ipatasertib,SKNDZ,3.700046
38878,Irinotecan,SKNDZ,1.104739
38879,JNK Inhibitor VIII,SKNDZ,4.248401
38880,JQ1,SKNDZ,2.67622
38881,KU-55933,SKNDZ,3.647358
38882,L-Oxonoreleagnine,SKNDZ,3.430668
38883,LCL161,SKNDZ,4.467852
38884,LGK974,SKNDZ,4.640289
38885,LJI308,SKNDZ,4.306437
38886,LMP744,SKNDZ,-1.911644
38887,LY2109761,SKNDZ,3.287789
38888,Leflunomide,SKNDZ,4.850058
38889,Lenalidomide,SKNDZ,4.247289
38890,Lestaurtinib,SKNDZ,-1.309693
38891,Linsitinib,SKNDZ,1.654229
38892,Luminespib,SKNDZ,-3.401157
38893,MG-132,SKNDZ,-1.195954
38894,MIM1,SKNDZ,5.143061
38895,MIRA-1,SKNDZ,5.15162
38896,MK-1775,SKNDZ,-1.448564
38897,MK-2206,SKNDZ,2.49519
38898,MK-8776,SKNDZ,1.542005
38899,MN-64,SKNDZ,5.121309
38900,Methotrexate,SKNDZ,2.738982
38901,Mirin,SKNDZ,3.670653
38902,Mitoxantrone,SKNDZ,-1.527915
38903,Motesanib,SKNDZ,4.875499
38904,Mycophenolic acid,SKNDZ,-1.302695
38905,N-acetyl cysteine,SKNDZ,8.561627
38906,NU7441,SKNDZ,2.795135
38907,Navitoclax,SKNDZ,-0.265613
38908,Nelarabine,SKNDZ,5.810105
38909,Nilotinib,SKNDZ,2.351987
38910,Niraparib,SKNDZ,2.346069
38911,Nutlin-3a (-),SKNDZ,4.033656
38912,OSI-027,SKNDZ,3.150414
38913,OTX015,SKNDZ,3.736305
38914,Obatoclax Mesylate,SKNDZ,-0.181118
38915,Osimertinib,SKNDZ,1.422652
38916,Oxaliplatin,SKNDZ,3.996844
38917,P22077,SKNDZ,2.432597
38918,PD0325901,SKNDZ,2.602258
38919,PD173074,SKNDZ,3.687866
38920,PFI-1,SKNDZ,2.922467
38921,PFI3,SKNDZ,5.177204
38922,PLX-4720,SKNDZ,3.817438
38923,PRIMA-1MET,SKNDZ,2.080417
38924,PRT062607,SKNDZ,3.065199
38925,Palbociclib,SKNDZ,2.06528
38926,Pevonedistat,SKNDZ,-0.678626
38927,Picolinici-acid,SKNDZ,4.574712
38928,Pictilisib,SKNDZ,1.22724
38929,Podophyllotoxin bromide,SKNDZ,-1.411673
38930,Pyridostatin,SKNDZ,3.089705
38931,RO-3306,SKNDZ,0.953176
38932,RVX-208,SKNDZ,4.383761
38933,Rapamycin,SKNDZ,-1.202256
38934,Refametinib,SKNDZ,2.840655
38935,Remodelin,SKNDZ,4.243964
38936,Ribociclib,SKNDZ,3.499039
38937,Romidepsin,SKNDZ,-5.388257
38938,Rucaparib,SKNDZ,3.379172
38939,Ruxolitinib,SKNDZ,4.499385
38940,SB590885,SKNDZ,4.480991
38941,SGC-CBP30,SKNDZ,3.281007
38942,SGC0946,SKNDZ,1.774052
38943,SN-38,SKNDZ,-5.430096
38944,Sabutoclax,SKNDZ,-2.858037
38945,Sapitinib,SKNDZ,4.528215
38946,Savolitinib,SKNDZ,1.119474
38947,Schweinfurthin A,SKNDZ,0.473108
38948,Selumetinib,SKNDZ,4.837296
38949,Sepantronium bromide,SKNDZ,-0.856804
38950,Sinularin,SKNDZ,2.49385
38951,Sorafenib,SKNDZ,1.639805
38952,Staurosporine,SKNDZ,-2.461755
38953,Talazoparib,SKNDZ,1.995236
38954,Tamoxifen,SKNDZ,2.128932
38955,Tanespimycin,SKNDZ,1.025814
38956,Taselisib,SKNDZ,2.087252
38957,Telomerase Inhibitor IX,SKNDZ,-0.228262
38958,Temozolomide,SKNDZ,5.967226
38959,Temsirolimus,SKNDZ,1.061284
38960,Teniposide,SKNDZ,-0.338356
38961,Topotecan,SKNDZ,-1.030426
38962,Trametinib,SKNDZ,2.35101
38963,UMI-77,SKNDZ,3.471448
38964,UNC0379,SKNDZ,3.541068
38965,UNC0638,SKNDZ,3.864723
38966,Ulixertinib,SKNDZ,2.775349
38967,Uprosertib,SKNDZ,3.302021
38968,VE-822,SKNDZ,0.428878
38969,VE821,SKNDZ,2.732218
38970,VX-11e,SKNDZ,5.119183
38971,Veliparib,SKNDZ,4.870009
38972,Venetoclax,SKNDZ,1.76754
38973,Vinblastine,SKNDZ,-5.178507
38974,Vinorelbine,SKNDZ,-3.21802
38975,Vismodegib,SKNDZ,4.587479
38976,WEHI-539,SKNDZ,2.401259
38977,WIKI4,SKNDZ,4.024795
38978,WZ4003,SKNDZ,2.189213
38979,Wee1 Inhibitor,SKNDZ,0.025443
38980,Wnt-C59,SKNDZ,4.230534
38981,XAV939,SKNDZ,4.898017
38982,YK-4-279,SKNDZ,1.023598
38983,ZM447439,SKNDZ,1.483479
38984,Zoledronate,SKNDZ,3.187351
38985,alpha-lipoic acid,SKNDZ,7.269298
38986,glutathione,SKNDZ,8.90619
38987,5-Fluorouracil,NCIH226,8.627359
38988,5-azacytidine,NCIH226,5.076692
38989,A-366,NCIH226,7.078383
38990,ABT737,NCIH226,5.046495
38991,AGI-5198,NCIH226,7.15447
38992,AGK2,NCIH226,6.941668
38993,AMG-319,NCIH226,7.144928
38994,AT13148,NCIH226,6.762051
38995,AZ6102,NCIH226,4.000044
38996,AZ960,NCIH226,1.547385
38997,AZD1208,NCIH226,7.306415
38998,AZD1332,NCIH226,3.58292
38999,AZD3759,NCIH226,6.036149
39000,AZD4547,NCIH226,2.393267
39001,AZD5153,NCIH226,2.379539
39002,AZD5363,NCIH226,4.716815
39003,AZD5438,NCIH226,5.498585
39004,AZD5582,NCIH226,7.506674
39005,AZD5991,NCIH226,7.866384
39006,AZD6738,NCIH226,6.865838
39007,AZD7762,NCIH226,2.486172
39008,AZD8055,NCIH226,3.270064
39009,AZD8186,NCIH226,6.089198
39010,Afatinib,NCIH226,4.733864
39011,Afuresertib,NCIH226,4.860658
39012,Alisertib,NCIH226,4.617723
39013,Alpelisib,NCIH226,4.927867
39014,Avagacestat,NCIH226,7.769993
39015,Axitinib,NCIH226,5.587083
39016,BIBR-1532,NCIH226,7.473801
39017,BMS-345541,NCIH226,6.382079
39018,BMS-536924,NCIH226,2.410837
39019,BMS-754807,NCIH226,4.083642
39020,Bleomycin,NCIH226,5.193683
39021,Bleomycin (50 uM),NCIH226,7.755413
39022,Bortezomib,NCIH226,-2.240044
39023,Bromosporine,NCIH226,3.104317
39024,Buparlisib,NCIH226,3.445726
39025,CCT007093,NCIH226,7.114024
39026,CPI-637,NCIH226,4.866484
39027,CZC24832,NCIH226,6.602819
39028,Camptothecin,NCIH226,1.253842
39029,Carmustine,NCIH226,8.311835
39030,Cisplatin,NCIH226,8.677289
39031,Crizotinib,NCIH226,3.834317
39032,Cyclophosphamide,NCIH226,7.641709
39033,Cytarabine,NCIH226,6.078426
39034,Dabrafenib,NCIH226,6.100189
39035,Dacarbazine,NCIH226,8.223996
39036,Dactinomycin,NCIH226,-0.032844
39037,Dactolisib,NCIH226,1.741476
39038,Daporinad,NCIH226,-1.768563
39039,Dasatinib,NCIH226,0.985334
39040,Dihydrorotenone,NCIH226,3.627326
39041,Dinaciclib,NCIH226,1.965804
39042,Docetaxel,NCIH226,1.146095
39043,Doramapimod,NCIH226,7.665788
39044,EHT-1864,NCIH226,5.61374
39045,EPZ004777,NCIH226,6.6096
39046,EPZ5676,NCIH226,6.884324
39047,Elephantin,NCIH226,7.125425
39048,Entinostat,NCIH226,4.586551
39049,Entospletinib,NCIH226,6.304757
39050,Epirubicin,NCIH226,0.803871
39051,Erlotinib,NCIH226,5.828166
39052,Fludarabine,NCIH226,7.872029
39053,Foretinib,NCIH226,2.02233
39054,Fulvestrant,NCIH226,5.897778
39055,GDC0810,NCIH226,7.410492
39056,GNE-317,NCIH226,3.724774
39057,GSK-LSD1,NCIH226,3.417141
39058,GSK1904529A,NCIH226,5.436422
39059,GSK2110183B,NCIH226,6.649605
39060,GSK2578215A,NCIH226,6.578676
39061,GSK2606414,NCIH226,6.545955
39062,GSK2801,NCIH226,6.67494
39063,GSK2830371,NCIH226,7.871856
39064,GSK343,NCIH226,5.913514
39065,GSK591,NCIH226,6.698797
39066,Gallibiscoquinazole,NCIH226,4.70714
39067,Gefitinib,NCIH226,4.837548
39068,Gemcitabine,NCIH226,3.338172
39069,I-BET-762,NCIH226,4.252073
39070,I-BRD9,NCIH226,6.236061
39071,ICL-SIRT078,NCIH226,7.597768
39072,IWP-2,NCIH226,3.542783
39073,Ibrutinib,NCIH226,7.323883
39074,Ipatasertib,NCIH226,6.689956
39075,Irinotecan,NCIH226,7.149638
39076,JNK Inhibitor VIII,NCIH226,7.866794
39077,JQ1,NCIH226,4.974114
39078,KU-55933,NCIH226,7.700666
39079,L-Oxonoreleagnine,NCIH226,6.246821
39080,LCL161,NCIH226,6.263638
39081,LGK974,NCIH226,6.236457
39082,LJI308,NCIH226,7.978252
39083,LMP744,NCIH226,5.96888
39084,LY2109761,NCIH226,7.747083
39085,Leflunomide,NCIH226,5.72376
39086,Lenalidomide,NCIH226,7.781743
39087,Lestaurtinib,NCIH226,2.537743
39088,Linsitinib,NCIH226,4.032819
39089,Luminespib,NCIH226,0.888473
39090,MG-132,NCIH226,-0.593663
39091,MIM1,NCIH226,5.693008
39092,MIRA-1,NCIH226,7.427018
39093,MK-1775,NCIH226,2.855339
39094,MK-2206,NCIH226,5.787599
39095,MK-8776,NCIH226,4.934163
39096,MN-64,NCIH226,7.73154
39097,Methotrexate,NCIH226,2.908001
39098,Mirin,NCIH226,7.326914
39099,Mitoxantrone,NCIH226,2.10326
39100,Motesanib,NCIH226,7.871856
39101,Mycophenolic acid,NCIH226,4.465694
39102,N-acetyl cysteine,NCIH226,12.205928
39103,NU7441,NCIH226,6.210598
39104,Navitoclax,NCIH226,4.999571
39105,Nelarabine,NCIH226,8.190376
39106,Nilotinib,NCIH226,6.437089
39107,Niraparib,NCIH226,5.096983
39108,Nutlin-3a (-),NCIH226,4.442893
39109,OSI-027,NCIH226,4.439723
39110,OTX015,NCIH226,3.875185
39111,Obatoclax Mesylate,NCIH226,3.140165
39112,Osimertinib,NCIH226,4.531195
39113,Oxaliplatin,NCIH226,8.693014
39114,P22077,NCIH226,7.637795
39115,PD0325901,NCIH226,4.193412
39116,PD173074,NCIH226,3.535368
39117,PFI-1,NCIH226,4.653233
39118,PFI3,NCIH226,6.174675
39119,PLX-4720,NCIH226,6.017343
39120,PRIMA-1MET,NCIH226,7.413706
39121,PRT062607,NCIH226,3.913154
39122,Palbociclib,NCIH226,5.197446
39123,Pevonedistat,NCIH226,6.815525
39124,Picolinici-acid,NCIH226,6.894743
39125,Pictilisib,NCIH226,3.538448
39126,Podophyllotoxin bromide,NCIH226,2.973992
39127,Pyridostatin,NCIH226,5.266101
39128,RO-3306,NCIH226,6.956331
39129,RVX-208,NCIH226,6.832554
39130,Rapamycin,NCIH226,0.674047
39131,Refametinib,NCIH226,4.667322
39132,Ribociclib,NCIH226,4.375017
39133,Romidepsin,NCIH226,-2.07304
39134,Rucaparib,NCIH226,5.968635
39135,Ruxolitinib,NCIH226,4.445127
39136,SB590885,NCIH226,7.178709
39137,SGC-CBP30,NCIH226,5.097006
39138,SGC0946,NCIH226,3.313545
39139,SN-38,NCIH226,5.19596
39140,Sabutoclax,NCIH226,0.813085
39141,Sapitinib,NCIH226,7.172974
39142,Savolitinib,NCIH226,5.168276
39143,Schweinfurthin A,NCIH226,5.569271
39144,Selumetinib,NCIH226,7.722796
39145,Sepantronium bromide,NCIH226,-2.944893
39146,Sinularin,NCIH226,6.098014
39147,Sorafenib,NCIH226,5.246138
39148,Staurosporine,NCIH226,-1.298106
39149,TW 37,NCIH226,4.826364
39150,Talazoparib,NCIH226,6.258893
39151,Tamoxifen,NCIH226,5.045261
39152,Tanespimycin,NCIH226,1.764056
39153,Taselisib,NCIH226,3.777289
39154,Telomerase Inhibitor IX,NCIH226,5.436706
39155,Temozolomide,NCIH226,8.610205
39156,Temsirolimus,NCIH226,5.175494
39157,Teniposide,NCIH226,6.657733
39158,Topotecan,NCIH226,3.155589
39159,Trametinib,NCIH226,3.268545
39160,UMI-77,NCIH226,7.629811
39161,UNC0379,NCIH226,7.891691
39162,UNC0638,NCIH226,6.324539
39163,Ulixertinib,NCIH226,5.002784
39164,Uprosertib,NCIH226,6.266809
39165,VE-822,NCIH226,6.820684
39166,VE821,NCIH226,7.648182
39167,VX-11e,NCIH226,4.810294
39168,Veliparib,NCIH226,7.871856
39169,Venetoclax,NCIH226,6.10986
39170,Vinblastine,NCIH226,-2.268862
39171,Vinorelbine,NCIH226,0.028367
39172,Vismodegib,NCIH226,6.988792
39173,WEHI-539,NCIH226,6.305131
39174,WIKI4,NCIH226,4.642143
39175,WZ4003,NCIH226,4.623449
39176,Wee1 Inhibitor,NCIH226,7.554806
39177,Wnt-C59,NCIH226,7.127458
39178,XAV939,NCIH226,4.30343
39179,YK-4-279,NCIH226,5.632813
39180,ZM447439,NCIH226,7.530246
39181,Zoledronate,NCIH226,6.192528
39182,alpha-lipoic acid,NCIH226,9.652101
39183,glutathione,NCIH226,11.384246
39184,5-Fluorouracil,MOLM16,2.658335
39185,ABT737,MOLM16,0.869394
39186,AGI-5198,MOLM16,3.704195
39187,AGK2,MOLM16,1.218687
39188,AMG-319,MOLM16,4.072596
39189,AT13148,MOLM16,2.754024
39190,AZ6102,MOLM16,1.251803
39191,AZ960,MOLM16,-0.771909
39192,AZD3759,MOLM16,1.072318
39193,AZD4547,MOLM16,2.076449
39194,AZD5363,MOLM16,1.324794
39195,AZD5582,MOLM16,1.283857
39196,AZD6482,MOLM16,2.677598
39197,AZD6738,MOLM16,0.301896
39198,AZD7762,MOLM16,-1.474639
39199,AZD8186,MOLM16,2.217478
39200,Afatinib,MOLM16,-0.063786
39201,Afuresertib,MOLM16,0.930605
39202,Alisertib,MOLM16,-2.313605
39203,Alpelisib,MOLM16,1.275039
39204,Avagacestat,MOLM16,3.346942
39205,Axitinib,MOLM16,1.073889
39206,BIBR-1532,MOLM16,4.617755
39207,BMS-345541,MOLM16,1.534198
39208,BMS-536924,MOLM16,1.28258
39209,BMS-754807,MOLM16,-0.805494
39210,BX795,MOLM16,-0.160383
39211,Bortezomib,MOLM16,-5.445915
39212,Buparlisib,MOLM16,-0.433512
39213,CCT-018159,MOLM16,0.964659
39214,CCT007093,MOLM16,3.50373
39215,CZC24832,MOLM16,4.59226
39216,Camptothecin,MOLM16,-3.695419
39217,Crizotinib,MOLM16,-0.002468
39218,Cyclophosphamide,MOLM16,4.345177
39219,Dabrafenib,MOLM16,2.695077
39220,Dactinomycin,MOLM16,-6.220168
39221,Dactolisib,MOLM16,-2.647859
39222,Daporinad,MOLM16,-5.265288
39223,Dasatinib,MOLM16,1.377766
39224,Dinaciclib,MOLM16,-4.068222
39225,Docetaxel,MOLM16,-6.559307
39226,Doramapimod,MOLM16,2.210886
39227,EPZ004777,MOLM16,2.970744
39228,EPZ5676,MOLM16,4.029539
39229,Elesclomol,MOLM16,-4.043246
39230,Entinostat,MOLM16,-0.820932
39231,Entospletinib,MOLM16,2.04727
39232,Epirubicin,MOLM16,-1.350658
39233,Erlotinib,MOLM16,1.605893
39234,Foretinib,MOLM16,-3.749785
39235,Fulvestrant,MOLM16,2.297323
39236,GDC0810,MOLM16,4.559028
39237,GNE-317,MOLM16,0.031906
39238,GSK1904529A,MOLM16,3.916341
39239,GSK2578215A,MOLM16,4.597991
39240,GSK2606414,MOLM16,0.299088
39241,GSK269962A,MOLM16,1.113112
39242,GSK343,MOLM16,2.360669
39243,GSK591,MOLM16,3.586975
39244,Gefitinib,MOLM16,2.837156
39245,Gemcitabine,MOLM16,-4.830457
39246,I-BET-762,MOLM16,-1.070569
39247,I-BRD9,MOLM16,1.447374
39248,IOX2,MOLM16,1.618649
39249,IWP-2,MOLM16,2.296717
39250,Ibrutinib,MOLM16,3.231328
39251,Ipatasertib,MOLM16,2.73002
39252,Irinotecan,MOLM16,0.557325
39253,JNK Inhibitor VIII,MOLM16,3.360643
39254,JQ1,MOLM16,-1.962075
39255,KU-55933,MOLM16,3.531956
39256,LCL161,MOLM16,4.032521
39257,LGK974,MOLM16,2.963391
39258,LJI308,MOLM16,2.891281
39259,LY2109761,MOLM16,3.642876
39260,Leflunomide,MOLM16,4.187527
39261,Lenalidomide,MOLM16,3.190157
39262,Lestaurtinib,MOLM16,-4.171697
39263,Linsitinib,MOLM16,3.605886
39264,Luminespib,MOLM16,-4.151921
39265,MG-132,MOLM16,-2.094868
39266,MIRA-1,MOLM16,4.765191
39267,MK-1775,MOLM16,-1.808561
39268,MK-2206,MOLM16,0.847651
39269,MK-8776,MOLM16,0.353775
39270,MN-64,MOLM16,4.022172
39271,Methotrexate,MOLM16,0.064004
39272,Mirin,MOLM16,2.924405
39273,Motesanib,MOLM16,4.599908
39274,NU7441,MOLM16,0.14864
39275,Navitoclax,MOLM16,2.354036
39276,Nilotinib,MOLM16,3.587151
39277,Niraparib,MOLM16,0.835651
39278,Nutlin-3a (-),MOLM16,4.599908
39279,OSI-027,MOLM16,1.995779
39280,OTX015,MOLM16,-2.356683
39281,Osimertinib,MOLM16,1.502673
39282,Oxaliplatin,MOLM16,2.928464
39283,P22077,MOLM16,1.906923
39284,PD0325901,MOLM16,0.297165
39285,PD173074,MOLM16,0.757413
39286,PF-4708671,MOLM16,1.071845
39287,PFI-1,MOLM16,1.598996
39288,PFI3,MOLM16,4.893306
39289,PLX-4720,MOLM16,1.834823
39290,PRIMA-1MET,MOLM16,1.949457
39291,PRT062607,MOLM16,0.396904
39292,Palbociclib,MOLM16,1.697044
39293,Pevonedistat,MOLM16,-0.99223
39294,Picolinici-acid,MOLM16,4.890476
39295,Pictilisib,MOLM16,-0.327302
39296,Piperlongumine,MOLM16,1.339238
39297,Pyridostatin,MOLM16,2.798058
39298,RO-3306,MOLM16,0.692232
39299,RVX-208,MOLM16,2.32133
39300,Rapamycin,MOLM16,-2.393462
39301,Refametinib,MOLM16,2.175476
39302,Ribociclib,MOLM16,3.16834
39303,Rucaparib,MOLM16,2.3223
39304,Ruxolitinib,MOLM16,1.890559
39305,SB505124,MOLM16,2.271152
39306,SB590885,MOLM16,3.906761
39307,SGC0946,MOLM16,0.834683
39308,SL0101,MOLM16,3.642905
39309,SN-38,MOLM16,-4.989089
39310,Sabutoclax,MOLM16,-2.15368
39311,Sapitinib,MOLM16,4.02482
39312,Savolitinib,MOLM16,2.59072
39313,Selumetinib,MOLM16,2.39839
39314,Sepantronium bromide,MOLM16,-4.083529
39315,Sorafenib,MOLM16,1.839266
39316,Staurosporine,MOLM16,-4.120151
39317,Talazoparib,MOLM16,1.141716
39318,Tamoxifen,MOLM16,4.182966
39319,Tanespimycin,MOLM16,-1.696915
39320,Taselisib,MOLM16,0.154963
39321,Telomerase Inhibitor IX,MOLM16,-0.73731
39322,Temozolomide,MOLM16,2.862598
39323,Temsirolimus,MOLM16,1.173254
39324,Tozasertib,MOLM16,-1.821923
39325,Trametinib,MOLM16,-0.84927
39326,Tretinoin,MOLM16,3.992481
39327,Ulixertinib,MOLM16,0.900704
39328,Uprosertib,MOLM16,2.06555
39329,VE-822,MOLM16,2.024331
39330,VE821,MOLM16,1.321685
39331,VX-11e,MOLM16,1.515979
39332,Veliparib,MOLM16,3.482277
39333,Venetoclax,MOLM16,1.875503
39334,Vinorelbine,MOLM16,-5.628873
39335,Vismodegib,MOLM16,4.328529
39336,WEHI-539,MOLM16,2.271364
39337,WIKI4,MOLM16,2.965916
39338,WZ4003,MOLM16,3.981546
39339,Wee1 Inhibitor,MOLM16,-0.08769
39340,Wnt-C59,MOLM16,3.275699
39341,XAV939,MOLM16,3.137284
39342,YK-4-279,MOLM16,-0.499234
39343,ZM447439,MOLM16,-0.495885
39344,5-Fluorouracil,RL,3.176011
39345,ABT737,RL,-1.629449
39346,AGI-5198,RL,4.180023
39347,AGK2,RL,2.630342
