,drug,cell_line,IC50
16413,Linsitinib,GA10,3.355473
16414,Luminespib,GA10,-4.215488
16415,MG-132,GA10,-1.594406
16416,MIM1,GA10,2.520656
16417,MIRA-1,GA10,1.963646
16418,MK-2206,GA10,-0.112372
16419,ML323,GA10,3.702926
16420,MN-64,GA10,4.91728
16421,Methotrexate,GA10,-3.243336
16422,Mirin,GA10,3.197388
16423,Mitoxantrone,GA10,-3.548715
16424,Motesanib,GA10,4.430837
16425,Mycophenolic acid,GA10,0.366938
16426,N-acetyl cysteine,GA10,8.200713
16427,NU7441,GA10,1.853567
16428,NVP-ADW742,GA10,1.462226
16429,Navitoclax,GA10,4.081395
16430,Nelarabine,GA10,4.305776
16431,Nilotinib,GA10,0.490598
16432,Niraparib,GA10,2.0062
16433,Nutlin-3a (-),GA10,4.28439
16434,OF-1,GA10,4.897698
16435,OSI-027,GA10,1.693738
16436,OTX015,GA10,-0.486571
16437,Obatoclax Mesylate,GA10,-1.572624
16438,Olaparib,GA10,3.268507
16439,Osimertinib,GA10,1.140817
16440,P22077,GA10,1.999182
16441,PCI-34051,GA10,2.188747
16442,PD0325901,GA10,2.603277
16443,PD173074,GA10,3.127556
16444,PFI-1,GA10,2.496561
16445,PFI3,GA10,4.267888
16446,PLX-4720,GA10,3.57207
16447,POMHEX,GA10,-0.37037
16448,PRIMA-1MET,GA10,1.089016
16449,PRT062607,GA10,-0.073941
16450,Paclitaxel,GA10,-4.785149
16451,Pevonedistat,GA10,-1.262337
16452,Picolinici-acid,GA10,4.444112
16453,Pictilisib,GA10,-1.155919
16454,Podophyllotoxin bromide,GA10,-1.607746
16455,Pyridostatin,GA10,1.520963
16456,RO-3306,GA10,0.921216
16457,RVX-208,GA10,1.811845
16458,Rapamycin,GA10,-4.787012
16459,Refametinib,GA10,3.736023
16460,Remodelin,GA10,4.373904
16461,Ribociclib,GA10,1.320068
16462,Romidepsin,GA10,-5.738437
16463,Rucaparib,GA10,2.612284
16464,Ruxolitinib,GA10,4.037339
16465,SB216763,GA10,3.994222
16466,SB590885,GA10,2.172636
16467,SCH772984,GA10,3.377751
16468,SGC-CBP30,GA10,3.969475
16469,SGC0946,GA10,1.230804
16470,SN-38,GA10,-4.224927
16471,Sabutoclax,GA10,-2.452022
16472,Sapitinib,GA10,2.225598
16473,Savolitinib,GA10,1.381576
16474,Schweinfurthin A,GA10,-1.450273
16475,Selumetinib,GA10,4.596507
16476,Sepantronium bromide,GA10,-6.219399
16477,Serdemetan,GA10,2.587951
16478,Sinularin,GA10,3.405918
16479,Sorafenib,GA10,1.806325
16480,Staurosporine,GA10,-3.950602
16481,Talazoparib,GA10,-0.024797
16482,Tamoxifen,GA10,3.390758
16483,Taselisib,GA10,0.243396
16484,Telomerase Inhibitor IX,GA10,-0.186591
16485,Temozolomide,GA10,5.596112
16486,Teniposide,GA10,-2.431142
16487,Topotecan,GA10,-1.662295
16488,Trametinib,GA10,1.433669
16489,UMI-77,GA10,1.76127
16490,UNC0379,GA10,0.974481
16491,UNC0638,GA10,0.62025
16492,VE-822,GA10,-0.519255
16493,VE821,GA10,1.10499
16494,VX-11e,GA10,3.687812
16495,Veliparib,GA10,4.733915
16496,Venetoclax,GA10,1.732637
16497,Vincristine,GA10,-4.071889
16498,Vinorelbine,GA10,-5.607395
16499,Vorinostat,GA10,-0.049884
16500,WEHI-539,GA10,3.593812
16501,WIKI4,GA10,2.52314
16502,WZ4003,GA10,3.196134
16503,Wee1 Inhibitor,GA10,0.654162
16504,Wnt-C59,GA10,2.973329
16505,XAV939,GA10,3.664226
16506,YK-4-279,GA10,0.990793
16507,ZM447439,GA10,0.127504
16508,Zoledronate,GA10,2.65542
16509,alpha-lipoic acid,GA10,7.409946
16510,5-Fluorouracil,NOMO1,1.53785
16511,5-azacytidine,NOMO1,1.513169
16512,A-366,NOMO1,3.458601
16513,ABT737,NOMO1,1.918465
16514,AGI-5198,NOMO1,3.449487
16515,AGI-6780,NOMO1,2.891528
16516,AGK2,NOMO1,2.429191
16517,AMG-319,NOMO1,4.173055
16518,AT13148,NOMO1,4.968746
16519,AZ960,NOMO1,1.575634
16520,AZD1208,NOMO1,4.347408
16521,AZD1332,NOMO1,4.262191
16522,AZD2014,NOMO1,2.059354
16523,AZD3759,NOMO1,2.711585
16524,AZD4547,NOMO1,3.173922
16525,AZD5153,NOMO1,-1.543409
16526,AZD5363,NOMO1,3.539725
16527,AZD5438,NOMO1,0.510973
16528,AZD5582,NOMO1,-1.47355
16529,AZD6738,NOMO1,0.594801
16530,AZD7762,NOMO1,-1.854499
16531,AZD8055,NOMO1,0.430937
16532,AZD8186,NOMO1,2.779591
16533,Acetalax,NOMO1,5.642265
16534,Afatinib,NOMO1,1.066022
16535,Afuresertib,NOMO1,2.544995
16536,Alpelisib,NOMO1,2.018777
16537,Axitinib,NOMO1,1.957112
16538,BI-2536,NOMO1,-2.588562
16539,BIBR-1532,NOMO1,4.576333
16540,BMS-345541,NOMO1,3.153549
16541,BMS-536924,NOMO1,1.87345
16542,BMS-754807,NOMO1,4.266751
16543,Bleomycin,NOMO1,2.109952
16544,Bleomycin (50 uM),NOMO1,3.787064
16545,Bortezomib,NOMO1,-4.182668
16546,Bosutinib,NOMO1,3.141796
16547,Bromosporine,NOMO1,0.635207
16548,Buparlisib,NOMO1,0.861983
16549,CCT007093,NOMO1,4.80337
16550,CPI-637,NOMO1,3.254432
16551,CZC24832,NOMO1,4.606747
16552,Camptothecin,NOMO1,-3.639164
16553,Carmustine,NOMO1,5.890967
16554,Cediranib,NOMO1,1.760173
16555,Cisplatin,NOMO1,1.203244
16556,Crizotinib,NOMO1,1.719142
16557,Cyclophosphamide,NOMO1,4.35094
16558,Cytarabine,NOMO1,0.572426
16559,Dabrafenib,NOMO1,4.380881
16560,Dacarbazine,NOMO1,4.840562
16561,Dactinomycin,NOMO1,-4.128308
16562,Dactolisib,NOMO1,-1.726593
16563,Daporinad,NOMO1,-7.689895
16564,Dasatinib,NOMO1,2.546539
16565,Dihydrorotenone,NOMO1,0.930856
16566,Dinaciclib,NOMO1,-3.859248
16567,Docetaxel,NOMO1,-4.989415
16568,Doramapimod,NOMO1,4.970506
16569,EHT-1864,NOMO1,3.421067
16570,EPZ004777,NOMO1,4.117216
16571,EPZ5676,NOMO1,5.218781
16572,Entinostat,NOMO1,2.211333
16573,Entospletinib,NOMO1,3.309051
16574,Epirubicin,NOMO1,-1.991495
16575,Erlotinib,NOMO1,2.675719
16576,Fludarabine,NOMO1,2.032258
16577,Foretinib,NOMO1,0.459866
16578,Fulvestrant,NOMO1,3.014452
16579,GDC0810,NOMO1,4.338719
16580,GNE-317,NOMO1,0.415784
16581,GSK2578215A,NOMO1,4.657439
16582,GSK2606414,NOMO1,3.113467
16583,GSK2801,NOMO1,4.289729
16584,GSK2830371,NOMO1,4.830753
16585,GSK343,NOMO1,3.29455
16586,GW441756,NOMO1,3.361069
16587,Gallibiscoquinazole,NOMO1,2.582797
16588,Gefitinib,NOMO1,3.361069
16589,Gemcitabine,NOMO1,-3.926869
16590,I-BET-762,NOMO1,0.666631
16591,I-BRD9,NOMO1,2.784915
16592,ICL-SIRT078,NOMO1,4.864232
16593,IWP-2,NOMO1,1.879289
16594,Ibrutinib,NOMO1,4.950934
16595,Ipatasertib,NOMO1,4.315009
16596,Irinotecan,NOMO1,0.708629
16597,JNK Inhibitor VIII,NOMO1,4.954993
16598,JQ1,NOMO1,0.973141
16599,KRAS (G12C) Inhibitor-12,NOMO1,3.409307
16600,KU-55933,NOMO1,4.334698
16601,L-Oxonoreleagnine,NOMO1,3.159251
16602,LGK974,NOMO1,2.967901
16603,LJI308,NOMO1,4.66411
16604,LMP744,NOMO1,-2.017536
16605,LY2109761,NOMO1,4.834826
16606,Lapatinib,NOMO1,3.473883
16607,Leflunomide,NOMO1,4.857152
16608,Lenalidomide,NOMO1,4.370475
16609,Linsitinib,NOMO1,3.296772
16610,Luminespib,NOMO1,-3.317516
16611,MG-132,NOMO1,-0.70443
16612,MIM1,NOMO1,3.586114
16613,MIRA-1,NOMO1,4.423588
16614,MK-2206,NOMO1,2.916474
16615,ML323,NOMO1,4.576406
16616,MN-64,NOMO1,4.741039
16617,Methotrexate,NOMO1,-3.444451
16618,Mirin,NOMO1,4.166304
16619,Mitoxantrone,NOMO1,-0.954329
16620,Motesanib,NOMO1,4.970225
16621,Mycophenolic acid,NOMO1,1.593283
16622,N-acetyl cysteine,NOMO1,10.165773
16623,NU7441,NOMO1,1.817164
16624,NVP-ADW742,NOMO1,2.313184
16625,Navitoclax,NOMO1,0.965443
16626,Nelarabine,NOMO1,5.39042
16627,Nilotinib,NOMO1,3.544798
16628,Niraparib,NOMO1,2.328646
16629,Nutlin-3a (-),NOMO1,4.254187
16630,OF-1,NOMO1,3.548702
16631,OSI-027,NOMO1,1.771565
16632,OTX015,NOMO1,-0.881762
16633,Obatoclax Mesylate,NOMO1,0.8056
16634,Olaparib,NOMO1,3.371577
16635,Osimertinib,NOMO1,1.262608
16636,P22077,NOMO1,4.722557
16637,PCI-34051,NOMO1,4.894757
16638,PD0325901,NOMO1,-3.638064
16639,PD173074,NOMO1,3.098432
16640,PFI-1,NOMO1,2.116382
16641,PFI3,NOMO1,4.961609
16642,PLX-4720,NOMO1,5.282585
16643,POMHEX,NOMO1,0.406048
16644,PRIMA-1MET,NOMO1,3.849573
16645,PRT062607,NOMO1,2.613244
16646,Paclitaxel,NOMO1,-4.682721
16647,Pevonedistat,NOMO1,-1.649357
16648,Picolinici-acid,NOMO1,4.783005
16649,Pictilisib,NOMO1,1.015288
16650,Podophyllotoxin bromide,NOMO1,-0.911799
16651,Pyridostatin,NOMO1,2.805714
16652,RO-3306,NOMO1,2.600966
16653,RVX-208,NOMO1,3.387749
16654,Rapamycin,NOMO1,-1.890516
16655,Ribociclib,NOMO1,3.481724
16656,Romidepsin,NOMO1,-4.850046
16657,Rucaparib,NOMO1,2.788218
16658,Ruxolitinib,NOMO1,4.646653
16659,SB216763,NOMO1,4.933882
16660,SB590885,NOMO1,3.132256
16661,SCH772984,NOMO1,-0.606185
16662,SGC-CBP30,NOMO1,3.272663
16663,SGC0946,NOMO1,1.724675
16664,SN-38,NOMO1,-5.770768
16665,Sabutoclax,NOMO1,-1.834371
16666,Sapitinib,NOMO1,3.886467
16667,Savolitinib,NOMO1,2.667921
16668,Schweinfurthin A,NOMO1,-0.399569
16669,Selumetinib,NOMO1,-0.369393
16670,Sepantronium bromide,NOMO1,-2.611698
16671,Serdemetan,NOMO1,3.07057
16672,Sinularin,NOMO1,3.758461
16673,Sorafenib,NOMO1,2.219902
16674,Staurosporine,NOMO1,-3.080855
16675,TW 37,NOMO1,0.558675
16676,Talazoparib,NOMO1,0.791391
16677,Tamoxifen,NOMO1,3.33684
16678,Taselisib,NOMO1,0.731189
16679,Telomerase Inhibitor IX,NOMO1,-0.00847
16680,Temozolomide,NOMO1,4.570787
16681,Teniposide,NOMO1,-1.081393
16682,Topotecan,NOMO1,-1.266218
16683,Trametinib,NOMO1,-4.060165
16684,UMI-77,NOMO1,4.970144
16685,UNC0379,NOMO1,2.747651
16686,UNC0638,NOMO1,3.302744
16687,VE-822,NOMO1,2.060534
16688,VE821,NOMO1,1.799593
16689,VX-11e,NOMO1,2.053571
16690,Veliparib,NOMO1,4.337089
16691,Venetoclax,NOMO1,0.325121
16692,Vincristine,NOMO1,-4.097068
16693,Vinorelbine,NOMO1,-4.897269
16694,Vorinostat,NOMO1,1.327706
16695,WEHI-539,NOMO1,5.273547
16696,WIKI4,NOMO1,3.32733
16697,WZ4003,NOMO1,3.709263
16698,Wee1 Inhibitor,NOMO1,0.767572
16699,Wnt-C59,NOMO1,4.004774
16700,XAV939,NOMO1,4.413714
16701,YK-4-279,NOMO1,0.791429
16702,ZM447439,NOMO1,1.314705
16703,Zoledronate,NOMO1,2.935938
16704,alpha-lipoic acid,NOMO1,6.48261
16705,5-Fluorouracil,RD,5.558193
16706,5-azacytidine,RD,3.178653
16707,A-366,RD,5.198237
16708,ABT737,RD,1.022684
16709,AGI-5198,RD,6.020124
16710,AGI-6780,RD,5.893188
16711,AGK2,RD,3.627947
16712,AMG-319,RD,5.005776
16713,AT13148,RD,4.324467
16714,AZ960,RD,1.831483
16715,AZD1208,RD,5.807703
16716,AZD1332,RD,3.082552
16717,AZD2014,RD,2.731293
16718,AZD3759,RD,3.666133
16719,AZD4547,RD,4.487241
16720,AZD5153,RD,1.005887
16721,AZD5363,RD,4.211907
16722,AZD5438,RD,2.527782
16723,AZD5582,RD,2.181237
16724,AZD6738,RD,4.667836
16725,AZD7762,RD,1.125688
16726,AZD8055,RD,0.181902
16727,AZD8186,RD,3.348043
16728,Acetalax,RD,4.930039
16729,Afatinib,RD,2.04521
16730,Afuresertib,RD,3.846325
16731,Alpelisib,RD,2.701576
16732,Axitinib,RD,3.885868
16733,BI-2536,RD,-2.382432
16734,BIBR-1532,RD,5.747607
16735,BMS-345541,RD,3.547989
16736,BMS-536924,RD,1.179684
16737,BMS-754807,RD,1.724567
16738,Bleomycin,RD,2.007498
16739,Bleomycin (50 uM),RD,5.574408
16740,Bortezomib,RD,-3.981446
16741,Bosutinib,RD,2.845002
16742,Bromosporine,RD,2.86204
16743,Buparlisib,RD,1.576214
16744,CCT007093,RD,5.788709
16745,CPI-637,RD,3.707071
16746,CZC24832,RD,5.035561
16747,Camptothecin,RD,-0.779898
16748,Carmustine,RD,6.371861
16749,Cediranib,RD,4.919605
16750,Cisplatin,RD,3.847294
16751,Crizotinib,RD,3.15634
16752,Cyclophosphamide,RD,5.560431
16753,Cytarabine,RD,2.385043
16754,Dabrafenib,RD,5.957965
16755,Dacarbazine,RD,5.570405
16756,Dactinomycin,RD,-3.405199
16757,Dactolisib,RD,-1.215656
16758,Dasatinib,RD,1.187927
16759,Dihydrorotenone,RD,0.631223
16760,Dinaciclib,RD,-2.873539
16761,Docetaxel,RD,-3.81567
16762,Doramapimod,RD,6.007142
16763,EHT-1864,RD,3.882982
16764,EPZ004777,RD,6.08287
16765,EPZ5676,RD,6.205775
16766,Entinostat,RD,0.983218
16767,Entospletinib,RD,3.910681
16768,Epirubicin,RD,-0.571475
16769,Erlotinib,RD,3.886367
16770,Fludarabine,RD,4.912659
16771,Foretinib,RD,1.439765
16772,Fulvestrant,RD,4.385591
16773,GDC0810,RD,5.788981
16774,GNE-317,RD,0.788223
16775,GSK2578215A,RD,5.817172
16776,GSK2606414,RD,3.974462
16777,GSK2801,RD,5.437024
16778,GSK2830371,RD,6.020124
16779,GSK343,RD,4.635663
16780,GW441756,RD,3.954325
16781,Gallibiscoquinazole,RD,3.478858
16782,Gefitinib,RD,3.964623
16783,Gemcitabine,RD,2.136547
16784,I-BET-762,RD,2.49232
16785,I-BRD9,RD,5.212837
16786,ICL-SIRT078,RD,5.223679
16787,IWP-2,RD,3.32267
16788,Ibrutinib,RD,5.928953
16789,Ipatasertib,RD,3.713295
16790,Irinotecan,RD,4.108776
16791,JNK Inhibitor VIII,RD,6.020124
16792,JQ1,RD,1.334676
16793,KRAS (G12C) Inhibitor-12,RD,3.647677
16794,KU-55933,RD,4.103505
16795,L-Oxonoreleagnine,RD,3.839391
16796,LGK974,RD,4.510791
16797,LJI308,RD,5.422601
16798,LMP744,RD,0.217731
16799,LY2109761,RD,5.979745
16800,Lapatinib,RD,4.049871
16801,Leflunomide,RD,4.640526
16802,Lenalidomide,RD,5.938852
16803,Linsitinib,RD,2.856959
16804,Luminespib,RD,-2.78943
16805,MG-132,RD,-1.239085
16806,MIM1,RD,5.34555
16807,MIRA-1,RD,5.645999
16808,MK-2206,RD,3.238748
16809,ML323,RD,5.353414
16810,MN-64,RD,5.954796
16811,Methotrexate,RD,2.384088
16812,Mirin,RD,4.915005
16813,Mitoxantrone,RD,-0.358803
16814,Motesanib,RD,6.020124
16815,Mycophenolic acid,RD,2.034936
16816,N-acetyl cysteine,RD,9.689646
16817,NU7441,RD,3.045161
16818,NVP-ADW742,RD,2.613399
16819,Navitoclax,RD,0.869248
16820,Nelarabine,RD,6.301829
16821,Nilotinib,RD,3.828652
16822,Niraparib,RD,4.067365
16823,Nutlin-3a (-),RD,5.689959
16824,OF-1,RD,4.722367
16825,OSI-027,RD,3.967895
16826,OTX015,RD,1.244074
16827,Obatoclax Mesylate,RD,0.639215
16828,Olaparib,RD,3.94888
16829,Osimertinib,RD,3.090263
16830,P22077,RD,5.122602
16831,PCI-34051,RD,4.021738
16832,PD0325901,RD,1.083467
16833,PD173074,RD,4.464925
16834,PFI-1,RD,4.295238
16835,PFI3,RD,5.728613
16836,PLX-4720,RD,5.364041
16837,POMHEX,RD,2.128535
16838,PRIMA-1MET,RD,3.173427
16839,PRT062607,RD,2.336479
16840,Paclitaxel,RD,-2.827241
16841,Pevonedistat,RD,2.401903
16842,Picolinici-acid,RD,5.823773
16843,Pictilisib,RD,1.197135
16844,Podophyllotoxin bromide,RD,-1.424784
16845,Pyridostatin,RD,4.328237
16846,RO-3306,RD,5.278972
16847,RVX-208,RD,4.970358
16848,Rapamycin,RD,-1.601147
16849,Refametinib,RD,2.058933
16850,Remodelin,RD,4.679093
16851,Ribociclib,RD,4.628523
16852,Romidepsin,RD,-5.168441
16853,Rucaparib,RD,4.709401
16854,Ruxolitinib,RD,5.921073
16855,SB216763,RD,5.987923
16856,SB590885,RD,5.151817
16857,SCH772984,RD,1.643964
16858,SGC-CBP30,RD,5.150264
16859,SGC0946,RD,1.915061
16860,SN-38,RD,-2.962003
16861,Sabutoclax,RD,-0.711633
16862,Sapitinib,RD,5.123195
16863,Savolitinib,RD,3.553267
16864,Schweinfurthin A,RD,1.815393
16865,Selumetinib,RD,2.918851
16866,Sepantronium bromide,RD,-5.471133
16867,Serdemetan,RD,4.850706
16868,Sinularin,RD,4.206147
16869,Sorafenib,RD,3.055931
16870,Staurosporine,RD,-1.949906
16871,Talazoparib,RD,5.158476
16872,Tamoxifen,RD,4.887689
16873,Taselisib,RD,0.409937
16874,Telomerase Inhibitor IX,RD,1.369351
16875,Temozolomide,RD,6.996658
16876,Teniposide,RD,1.888982
16877,Topotecan,RD,0.941921
16878,Trametinib,RD,-0.12285
16879,UMI-77,RD,5.153742
16880,UNC0379,RD,4.570718
16881,UNC0638,RD,4.881092
16882,VE-822,RD,3.369441
16883,VE821,RD,5.883674
16884,VX-11e,RD,2.290686
16885,Veliparib,RD,5.330229
16886,Venetoclax,RD,4.345962
16887,Vincristine,RD,-2.606808
16888,Vinorelbine,RD,-3.934149
16889,Vorinostat,RD,1.490191
16890,WEHI-539,RD,3.685244
16891,WIKI4,RD,5.925463
16892,WZ4003,RD,3.685595
16893,Wee1 Inhibitor,RD,3.576638
16894,Wnt-C59,RD,5.010822
16895,XAV939,RD,5.857582
16896,YK-4-279,RD,2.712805
16897,ZM447439,RD,3.614601
16898,Zoledronate,RD,2.902716
16899,alpha-lipoic acid,RD,7.360027
16900,5-Fluorouracil,VMRCRCZ,8.344377
16901,5-azacytidine,VMRCRCZ,3.320969
16902,A-366,VMRCRCZ,6.535975
16903,ABT737,VMRCRCZ,2.891507
16904,AGI-5198,VMRCRCZ,5.558728
16905,AGI-6780,VMRCRCZ,6.266942
16906,AGK2,VMRCRCZ,5.009724
16907,AMG-319,VMRCRCZ,7.730073
16908,AT13148,VMRCRCZ,5.464964
16909,AZ960,VMRCRCZ,4.576612
16910,AZD1208,VMRCRCZ,7.803939
16911,AZD1332,VMRCRCZ,7.274273
16912,AZD2014,VMRCRCZ,3.474423
16913,AZD3759,VMRCRCZ,4.421732
16914,AZD4547,VMRCRCZ,5.329418
16915,AZD5153,VMRCRCZ,4.392406
16916,AZD5363,VMRCRCZ,4.746415
16917,AZD5438,VMRCRCZ,7.085707
16918,AZD5582,VMRCRCZ,7.548881
16919,AZD6738,VMRCRCZ,5.268945
16920,AZD7762,VMRCRCZ,2.991174
16921,AZD8055,VMRCRCZ,5.101814
16922,AZD8186,VMRCRCZ,5.03222
16923,Acetalax,VMRCRCZ,7.31119
16924,Afatinib,VMRCRCZ,5.038705
16925,Afuresertib,VMRCRCZ,4.616177
16926,Alpelisib,VMRCRCZ,7.515249
16927,Axitinib,VMRCRCZ,6.035842
16928,BI-2536,VMRCRCZ,5.117472
16929,BIBR-1532,VMRCRCZ,6.942085
16930,BMS-345541,VMRCRCZ,6.253884
16931,BMS-536924,VMRCRCZ,5.459248
16932,BMS-754807,VMRCRCZ,7.665916
16933,Bleomycin,VMRCRCZ,5.975242
16934,Bleomycin (50 uM),VMRCRCZ,9.250306
16935,Bortezomib,VMRCRCZ,-4.416144
16936,Bosutinib,VMRCRCZ,5.844153
16937,Bromosporine,VMRCRCZ,4.041859
16938,Buparlisib,VMRCRCZ,3.240819
16939,CCT007093,VMRCRCZ,7.451379
16940,CPI-637,VMRCRCZ,5.593216
16941,CZC24832,VMRCRCZ,7.508225
16942,Camptothecin,VMRCRCZ,1.189876
16943,Carmustine,VMRCRCZ,8.499265
16944,Cediranib,VMRCRCZ,3.920573
16945,Cisplatin,VMRCRCZ,7.762761
16946,Crizotinib,VMRCRCZ,6.456864
16947,Cyclophosphamide,VMRCRCZ,7.618458
16948,Cytarabine,VMRCRCZ,5.946005
16949,Dabrafenib,VMRCRCZ,6.614114
16950,Dacarbazine,VMRCRCZ,8.044292
16951,Dactinomycin,VMRCRCZ,0.170168
16952,Dactolisib,VMRCRCZ,2.455986
16953,Daporinad,VMRCRCZ,0.7668
16954,Dasatinib,VMRCRCZ,1.8511
16955,Dihydrorotenone,VMRCRCZ,2.633946
16956,Dinaciclib,VMRCRCZ,0.168964
16957,Docetaxel,VMRCRCZ,1.336566
16958,Doramapimod,VMRCRCZ,7.515987
16959,EHT-1864,VMRCRCZ,5.37519
16960,EPZ004777,VMRCRCZ,7.709442
16961,EPZ5676,VMRCRCZ,8.258374
16962,Entinostat,VMRCRCZ,5.798534
16963,Entospletinib,VMRCRCZ,5.986829
16964,Epirubicin,VMRCRCZ,3.402999
16965,Erlotinib,VMRCRCZ,5.586303
16966,Fludarabine,VMRCRCZ,8.493235
16967,Foretinib,VMRCRCZ,2.900745
16968,Fulvestrant,VMRCRCZ,6.047373
16969,GDC0810,VMRCRCZ,7.15963
16970,GNE-317,VMRCRCZ,2.948812
16971,GSK2578215A,VMRCRCZ,7.723069
16972,GSK2606414,VMRCRCZ,6.377013
16973,GSK2801,VMRCRCZ,6.531511
16974,GSK2830371,VMRCRCZ,7.908817
16975,GSK343,VMRCRCZ,6.344145
16976,GW441756,VMRCRCZ,5.048269
16977,Gallibiscoquinazole,VMRCRCZ,5.077095
16978,Gefitinib,VMRCRCZ,5.905662
16979,Gemcitabine,VMRCRCZ,4.58089
16980,I-BET-762,VMRCRCZ,5.553069
16981,I-BRD9,VMRCRCZ,6.708557
16982,ICL-SIRT078,VMRCRCZ,6.857468
16983,IWP-2,VMRCRCZ,4.63932
16984,Ibrutinib,VMRCRCZ,7.860119
16985,Ipatasertib,VMRCRCZ,5.359137
16986,Irinotecan,VMRCRCZ,7.279121
16987,JNK Inhibitor VIII,VMRCRCZ,7.429502
16988,JQ1,VMRCRCZ,4.602796
16989,KRAS (G12C) Inhibitor-12,VMRCRCZ,8.477886
16990,KU-55933,VMRCRCZ,6.446478
16991,L-Oxonoreleagnine,VMRCRCZ,4.893655
16992,LGK974,VMRCRCZ,6.399434
16993,LJI308,VMRCRCZ,7.449504
16994,LMP744,VMRCRCZ,4.930767
16995,LY2109761,VMRCRCZ,7.386086
16996,Lapatinib,VMRCRCZ,7.229082
16997,Leflunomide,VMRCRCZ,6.670395
16998,Lenalidomide,VMRCRCZ,7.778642
16999,Linsitinib,VMRCRCZ,7.193666
17000,Luminespib,VMRCRCZ,3.634079
17001,MG-132,VMRCRCZ,-1.451393
17002,MIM1,VMRCRCZ,5.618007
17003,MIRA-1,VMRCRCZ,7.313845
17004,MK-2206,VMRCRCZ,4.717856
17005,ML323,VMRCRCZ,6.977757
17006,MN-64,VMRCRCZ,7.624415
17007,Methotrexate,VMRCRCZ,2.143323
17008,Mirin,VMRCRCZ,7.914127
17009,Mitoxantrone,VMRCRCZ,5.844418
17010,Motesanib,VMRCRCZ,7.907324
17011,Mycophenolic acid,VMRCRCZ,5.509545
17012,N-acetyl cysteine,VMRCRCZ,12.738709
17013,NU7441,VMRCRCZ,6.51399
17014,NVP-ADW742,VMRCRCZ,7.247979
17015,Navitoclax,VMRCRCZ,2.724021
17016,Nelarabine,VMRCRCZ,8.068253
17017,Nilotinib,VMRCRCZ,6.947001
17018,Niraparib,VMRCRCZ,7.546285
17019,Nutlin-3a (-),VMRCRCZ,7.994895
17020,OF-1,VMRCRCZ,6.785584
17021,OSI-027,VMRCRCZ,4.35965
17022,OTX015,VMRCRCZ,4.784651
17023,Obatoclax Mesylate,VMRCRCZ,2.242406
17024,Olaparib,VMRCRCZ,7.01332
17025,Osimertinib,VMRCRCZ,4.1789
17026,P22077,VMRCRCZ,7.908817
17027,PCI-34051,VMRCRCZ,7.274595
17028,PD0325901,VMRCRCZ,4.955731
17029,PD173074,VMRCRCZ,5.807916
17030,PFI-1,VMRCRCZ,4.905523
17031,PFI3,VMRCRCZ,7.250519
17032,PLX-4720,VMRCRCZ,6.924954
17033,POMHEX,VMRCRCZ,0.345451
17034,PRIMA-1MET,VMRCRCZ,7.73487
17035,PRT062607,VMRCRCZ,6.496017
17036,Paclitaxel,VMRCRCZ,2.184725
17037,Pevonedistat,VMRCRCZ,5.971417
17038,Picolinici-acid,VMRCRCZ,6.492132
17039,Pictilisib,VMRCRCZ,3.618279
17040,Podophyllotoxin bromide,VMRCRCZ,3.610137
17041,Pyridostatin,VMRCRCZ,6.879889
17042,RO-3306,VMRCRCZ,7.150568
17043,RVX-208,VMRCRCZ,6.712193
17044,Rapamycin,VMRCRCZ,2.006358
17045,Refametinib,VMRCRCZ,5.922208
17046,Ribociclib,VMRCRCZ,6.134374
17047,Romidepsin,VMRCRCZ,-4.280878
17048,Rucaparib,VMRCRCZ,5.619823
17049,Ruxolitinib,VMRCRCZ,6.129806
17050,SB216763,VMRCRCZ,7.147468
17051,SB590885,VMRCRCZ,6.994128
17052,SCH772984,VMRCRCZ,5.956281
17053,SGC-CBP30,VMRCRCZ,5.084196
17054,SGC0946,VMRCRCZ,2.60286
17055,SN-38,VMRCRCZ,5.731387
17056,Sabutoclax,VMRCRCZ,2.268002
17057,Sapitinib,VMRCRCZ,6.634764
17058,Savolitinib,VMRCRCZ,3.844056
17059,Schweinfurthin A,VMRCRCZ,5.600526
17060,Selumetinib,VMRCRCZ,5.99083
17061,Sepantronium bromide,VMRCRCZ,-5.237121
17062,Serdemetan,VMRCRCZ,6.112859
17063,Sinularin,VMRCRCZ,5.486808
17064,Sorafenib,VMRCRCZ,6.734952
17065,Staurosporine,VMRCRCZ,-0.802677
17066,TW 37,VMRCRCZ,5.33024
17067,Talazoparib,VMRCRCZ,6.287096
17068,Tamoxifen,VMRCRCZ,5.325125
17069,Taselisib,VMRCRCZ,5.612818
17070,Telomerase Inhibitor IX,VMRCRCZ,5.166191
17071,Temozolomide,VMRCRCZ,9.104477
17072,Teniposide,VMRCRCZ,5.535463
17073,Topotecan,VMRCRCZ,4.229228
17074,Trametinib,VMRCRCZ,4.016511
17075,UMI-77,VMRCRCZ,5.910209
17076,UNC0379,VMRCRCZ,6.714369
17077,UNC0638,VMRCRCZ,6.857531
17078,VE-822,VMRCRCZ,7.190429
17079,VE821,VMRCRCZ,7.513516
17080,VX-11e,VMRCRCZ,5.817965
17081,Veliparib,VMRCRCZ,6.888293
17082,Venetoclax,VMRCRCZ,4.192805
17083,Vincristine,VMRCRCZ,3.014433
17084,Vinorelbine,VMRCRCZ,2.208084
