,drug,cell_line,IC50
35195,Daporinad,QGP1,-4.502003
35196,Dasatinib,QGP1,4.969884
35197,Dihydrorotenone,QGP1,2.283761
35198,Dinaciclib,QGP1,-2.21485
35199,Docetaxel,QGP1,-3.935923
35200,Doramapimod,QGP1,5.08993
35201,EHT-1864,QGP1,4.583244
35202,EPZ004777,QGP1,7.166745
35203,Elephantin,QGP1,5.522568
35204,Elesclomol,QGP1,0.73997
35205,Entinostat,QGP1,1.91365
35206,Entospletinib,QGP1,4.819698
35207,Epirubicin,QGP1,0.643799
35208,Erlotinib,QGP1,5.762385
35209,Fludarabine,QGP1,0.639409
35210,Fulvestrant,QGP1,4.256876
35211,GDC0810,QGP1,6.737824
35212,GNE-317,QGP1,2.04578
35213,GSK-LSD1,QGP1,3.709046
35214,GSK1904529A,QGP1,6.667502
35215,GSK2110183B,QGP1,5.492625
35216,GSK2606414,QGP1,6.02986
35217,GSK269962A,QGP1,3.540886
35218,GSK2801,QGP1,6.68643
35219,GSK343,QGP1,3.985218
35220,GSK591,QGP1,5.745003
35221,GW441756,QGP1,4.331293
35222,Gallibiscoquinazole,QGP1,4.000475
35223,Gefitinib,QGP1,4.703382
35224,Gemcitabine,QGP1,2.327191
35225,I-BET-762,QGP1,2.416813
35226,I-BRD9,QGP1,4.194462
35227,IOX2,QGP1,3.066204
35228,IWP-2,QGP1,4.098133
35229,Ibrutinib,QGP1,7.059679
35230,Irinotecan,QGP1,3.890057
35231,JNK Inhibitor VIII,QGP1,5.575684
35232,KRAS (G12C) Inhibitor-12,QGP1,6.031908
35233,KU-55933,QGP1,6.752368
35234,L-Oxonoreleagnine,QGP1,5.239228
35235,LCL161,QGP1,6.65114
35236,LJI308,QGP1,6.093955
35237,LMP744,QGP1,1.313796
35238,Lapatinib,QGP1,6.094468
35239,Leflunomide,QGP1,6.269503
35240,Lestaurtinib,QGP1,1.360005
35241,Luminespib,QGP1,-0.212965
35242,MG-132,QGP1,-1.253156
35243,MIRA-1,QGP1,6.359842
35244,MK-1775,QGP1,2.934817
35245,MK-2206,QGP1,4.540877
35246,MK-8776,QGP1,4.508619
35247,ML323,QGP1,5.324661
35248,Mirin,QGP1,7.051684
35249,Motesanib,QGP1,6.727349
35250,NU7441,QGP1,4.521014
35251,NVP-ADW742,QGP1,2.990679
35252,Nelarabine,QGP1,5.878298
35253,Nilotinib,QGP1,4.027122
35254,Niraparib,QGP1,6.570384
35255,Nutlin-3a (-),QGP1,5.6029
35256,OF-1,QGP1,5.031678
35257,OSI-027,QGP1,5.227581
35258,OTX015,QGP1,1.664744
35259,Obatoclax Mesylate,QGP1,2.303481
35260,Olaparib,QGP1,6.541391
35261,Osimertinib,QGP1,3.309728
35262,Oxaliplatin,QGP1,5.700479
35263,P22077,QGP1,4.802333
35264,PCI-34051,QGP1,4.451137
35265,PD0325901,QGP1,-0.692555
35266,PD173074,QGP1,3.778654
35267,PF-4708671,QGP1,5.343277
35268,PFI-1,QGP1,4.815309
35269,PFI3,QGP1,6.976476
35270,PLX-4720,QGP1,6.932337
35271,PRIMA-1MET,QGP1,7.111268
35272,PRT062607,QGP1,3.637184
35273,Paclitaxel,QGP1,-3.120223
35274,Palbociclib,QGP1,3.73828
35275,Pevonedistat,QGP1,0.85191
35276,Picolinici-acid,QGP1,6.398209
35277,Pictilisib,QGP1,2.188007
35278,Piperlongumine,QGP1,3.91302
35279,Podophyllotoxin bromide,QGP1,-0.133431
35280,Pyridostatin,QGP1,4.294646
35281,RO-3306,QGP1,4.16598
35282,Rapamycin,QGP1,-1.608995
35283,Refametinib,QGP1,0.754847
35284,Ribociclib,QGP1,3.367911
35285,Romidepsin,QGP1,-5.743193
35286,Rucaparib,QGP1,4.380992
35287,Ruxolitinib,QGP1,6.999606
35288,SB216763,QGP1,6.318198
35289,SB505124,QGP1,5.498858
35290,SB590885,QGP1,5.210761
35291,SCH772984,QGP1,2.273767
35292,SGC-CBP30,QGP1,4.786581
35293,SGC0946,QGP1,3.619716
35294,SN-38,QGP1,1.774593
35295,Sapitinib,QGP1,6.543407
35296,Savolitinib,QGP1,3.882369
35297,Schweinfurthin A,QGP1,4.418894
35298,Selumetinib,QGP1,2.193256
35299,Sepantronium bromide,QGP1,-5.342647
35300,Serdemetan,QGP1,5.715081
35301,Sinularin,QGP1,5.518016
35302,Sorafenib,QGP1,2.99603
35303,Staurosporine,QGP1,-1.492919
35304,Talazoparib,QGP1,6.10434
35305,Tamoxifen,QGP1,6.707041
35306,Tanespimycin,QGP1,0.783284
35307,Taselisib,QGP1,3.046206
35308,Telomerase Inhibitor IX,QGP1,0.775184
35309,Temozolomide,QGP1,7.240313
35310,Temsirolimus,QGP1,0.705971
35311,Teniposide,QGP1,0.702095
35312,Topotecan,QGP1,2.449624
35313,Tozasertib,QGP1,2.596094
35314,Trametinib,QGP1,-1.519965
35315,Tretinoin,QGP1,6.370986
35316,Ulixertinib,QGP1,1.87475
35317,Uprosertib,QGP1,5.504312
35318,VE-822,QGP1,5.860806
35319,VE821,QGP1,5.354281
35320,VX-11e,QGP1,1.541395
35321,Veliparib,QGP1,6.651283
35322,Venetoclax,QGP1,5.040806
35323,Vincristine,QGP1,-0.388423
35324,Vinorelbine,QGP1,-2.637195
35325,Vismodegib,QGP1,5.945256
35326,Vorinostat,QGP1,3.161868
35327,WEHI-539,QGP1,6.309216
35328,WZ4003,QGP1,5.548756
35329,Wee1 Inhibitor,QGP1,2.748224
35330,Wnt-C59,QGP1,5.242085
35331,XAV939,QGP1,6.345435
35332,YK-4-279,QGP1,3.632977
35333,ZM447439,QGP1,3.712488
35334,Zoledronate,QGP1,5.080125
35335,5-Fluorouracil,RPMI7951,3.67603
35336,5-azacytidine,RPMI7951,1.60529
35337,ABT737,RPMI7951,1.944175
35338,AGI-5198,RPMI7951,4.085292
35339,AGI-6780,RPMI7951,4.454336
35340,AGK2,RPMI7951,4.214671
35341,AMG-319,RPMI7951,3.640329
35342,AT13148,RPMI7951,0.885647
35343,AZ6102,RPMI7951,1.714611
35344,AZ960,RPMI7951,1.105118
35345,AZD1208,RPMI7951,5.20232
35346,AZD1332,RPMI7951,2.46398
35347,AZD2014,RPMI7951,1.156921
35348,AZD3759,RPMI7951,2.345983
35349,AZD4547,RPMI7951,2.120623
35350,AZD5363,RPMI7951,1.752562
35351,AZD5438,RPMI7951,0.698341
35352,AZD5582,RPMI7951,-2.171009
35353,AZD5991,RPMI7951,4.370581
35354,AZD6738,RPMI7951,0.728272
35355,AZD7762,RPMI7951,-0.900405
35356,AZD8055,RPMI7951,-1.857169
35357,AZD8186,RPMI7951,1.786575
35358,Acetalax,RPMI7951,4.863429
35359,Afatinib,RPMI7951,1.762592
35360,Afuresertib,RPMI7951,1.722809
35361,Alisertib,RPMI7951,0.8439
35362,Alpelisib,RPMI7951,3.35075
35363,Avagacestat,RPMI7951,4.688683
35364,Axitinib,RPMI7951,2.860177
35365,BI-2536,RPMI7951,-3.491653
35366,BIBR-1532,RPMI7951,3.810716
35367,BMS-345541,RPMI7951,2.992026
35368,BMS-536924,RPMI7951,1.418991
35369,BMS-754807,RPMI7951,1.362438
35370,Bleomycin,RPMI7951,0.138723
35371,Bleomycin (50 uM),RPMI7951,0.867102
35372,Bortezomib,RPMI7951,-5.436715
35373,Bosutinib,RPMI7951,2.969035
35374,Bromosporine,RPMI7951,2.655842
35375,Buparlisib,RPMI7951,0.490771
35376,CCT007093,RPMI7951,4.803473
35377,CPI-637,RPMI7951,3.335471
35378,Camptothecin,RPMI7951,-4.0443
35379,Carmustine,RPMI7951,5.140288
35380,Cediranib,RPMI7951,1.987434
35381,Cisplatin,RPMI7951,0.821214
35382,Crizotinib,RPMI7951,1.771964
35383,Cyclophosphamide,RPMI7951,4.976267
35384,Dabrafenib,RPMI7951,4.581635
35385,Dacarbazine,RPMI7951,5.859288
35386,Dactinomycin,RPMI7951,-5.16233
35387,Dasatinib,RPMI7951,-1.552691
35388,Dihydrorotenone,RPMI7951,1.198061
35389,Dinaciclib,RPMI7951,-3.888083
35390,Docetaxel,RPMI7951,-5.390087
35391,Doramapimod,RPMI7951,5.125933
35392,EHT-1864,RPMI7951,3.40089
35393,EPZ004777,RPMI7951,4.701938
35394,Elephantin,RPMI7951,1.749579
35395,Entinostat,RPMI7951,1.6545
35396,Entospletinib,RPMI7951,2.517925
35397,Epirubicin,RPMI7951,-2.329417
35398,Erlotinib,RPMI7951,3.032292
35399,Fludarabine,RPMI7951,2.314202
35400,Fulvestrant,RPMI7951,2.877907
35401,GDC0810,RPMI7951,5.193572
35402,GNE-317,RPMI7951,-0.286098
35403,GSK-LSD1,RPMI7951,1.19074
35404,GSK1904529A,RPMI7951,4.811753
35405,GSK2110183B,RPMI7951,1.681755
35406,GSK2606414,RPMI7951,3.189403
35407,GSK2801,RPMI7951,4.709302
35408,GSK2830371,RPMI7951,4.488047
35409,GSK343,RPMI7951,3.290508
35410,GSK591,RPMI7951,3.452662
35411,GW441756,RPMI7951,2.818136
35412,Gallibiscoquinazole,RPMI7951,1.725486
35413,Gefitinib,RPMI7951,3.616141
35414,Gemcitabine,RPMI7951,-3.580969
35415,I-BET-762,RPMI7951,3.057227
35416,I-BRD9,RPMI7951,4.174287
35417,ICL-SIRT078,RPMI7951,4.295648
35418,IWP-2,RPMI7951,2.57586
35419,Ibrutinib,RPMI7951,5.238861
35420,Irinotecan,RPMI7951,1.80756
35421,JNK Inhibitor VIII,RPMI7951,4.815204
35422,KRAS (G12C) Inhibitor-12,RPMI7951,3.511266
35423,KU-55933,RPMI7951,4.172817
35424,L-Oxonoreleagnine,RPMI7951,2.754097
35425,LCL161,RPMI7951,3.475441
35426,LJI308,RPMI7951,4.656655
35427,LMP744,RPMI7951,-2.306271
35428,Lapatinib,RPMI7951,2.353557
35429,Leflunomide,RPMI7951,4.850536
35430,Lestaurtinib,RPMI7951,-0.68953
35431,Luminespib,RPMI7951,-4.347931
35432,MG-132,RPMI7951,-1.500448
35433,MIM1,RPMI7951,2.722099
35434,MIRA-1,RPMI7951,3.05581
35435,MK-1775,RPMI7951,-0.575031
35436,MK-2206,RPMI7951,2.310387
35437,MK-8776,RPMI7951,1.419497
35438,ML323,RPMI7951,5.871473
35439,Mirin,RPMI7951,4.535829
35440,Motesanib,RPMI7951,4.985819
35441,Mycophenolic acid,RPMI7951,0.199532
35442,NU7441,RPMI7951,2.307868
35443,NVP-ADW742,RPMI7951,1.936741
35444,Nelarabine,RPMI7951,5.078056
35445,Nilotinib,RPMI7951,3.291815
35446,Niraparib,RPMI7951,2.15508
35447,Nutlin-3a (-),RPMI7951,4.027996
35448,OF-1,RPMI7951,4.38876
35449,OSI-027,RPMI7951,-0.004962
35450,OTX015,RPMI7951,2.011179
35451,Obatoclax Mesylate,RPMI7951,-0.469519
35452,Olaparib,RPMI7951,3.69841
35453,Osimertinib,RPMI7951,2.303167
35454,Oxaliplatin,RPMI7951,3.849525
35455,P22077,RPMI7951,2.229073
35456,PCI-34051,RPMI7951,5.13
35457,PD0325901,RPMI7951,0.44445
35458,PD173074,RPMI7951,4.453106
35459,PFI-1,RPMI7951,3.84032
35460,PFI3,RPMI7951,4.282875
35461,PLX-4720,RPMI7951,3.080218
35462,POMHEX,RPMI7951,1.762398
35463,PRIMA-1MET,RPMI7951,2.460496
35464,PRT062607,RPMI7951,1.951344
35465,Paclitaxel,RPMI7951,-4.329373
35466,Palbociclib,RPMI7951,2.608292
35467,Pevonedistat,RPMI7951,-0.083828
35468,Picolinici-acid,RPMI7951,4.691717
35469,Pictilisib,RPMI7951,0.239714
35470,Podophyllotoxin bromide,RPMI7951,-1.945559
35471,Pyridostatin,RPMI7951,3.649155
35472,RO-3306,RPMI7951,1.631183
35473,Rapamycin,RPMI7951,-3.784658
35474,Refametinib,RPMI7951,0.973087
35475,Remodelin,RPMI7951,5.439883
35476,Ribociclib,RPMI7951,2.570265
35477,Romidepsin,RPMI7951,-6.370077
35478,Rucaparib,RPMI7951,3.094251
35479,Ruxolitinib,RPMI7951,4.331639
35480,SB216763,RPMI7951,3.639461
35481,SB590885,RPMI7951,4.099227
35482,SCH772984,RPMI7951,2.210607
35483,SGC-CBP30,RPMI7951,2.728606
35484,SGC0946,RPMI7951,1.519365
35485,SN-38,RPMI7951,-5.319183
35486,Sapitinib,RPMI7951,4.237762
35487,Savolitinib,RPMI7951,1.735503
35488,Schweinfurthin A,RPMI7951,-1.646368
35489,Selumetinib,RPMI7951,3.625759
35490,Sepantronium bromide,RPMI7951,-5.50563
35491,Serdemetan,RPMI7951,3.142909
35492,Sinularin,RPMI7951,3.061505
35493,Sorafenib,RPMI7951,2.43303
35494,Staurosporine,RPMI7951,-5.687906
35495,Talazoparib,RPMI7951,2.239681
35496,Tamoxifen,RPMI7951,4.349168
35497,Tanespimycin,RPMI7951,-3.737943
35498,Taselisib,RPMI7951,0.892781
35499,Telomerase Inhibitor IX,RPMI7951,0.038318
35500,Temozolomide,RPMI7951,5.513688
35501,Temsirolimus,RPMI7951,-0.460102
35502,Teniposide,RPMI7951,-1.803613
35503,Topotecan,RPMI7951,-1.610408
35504,Trametinib,RPMI7951,-0.637056
35505,UMI-77,RPMI7951,4.307239
35506,UNC0379,RPMI7951,4.393372
35507,UNC0638,RPMI7951,3.77112
35508,Ulixertinib,RPMI7951,2.084971
35509,Uprosertib,RPMI7951,1.82455
35510,VE-822,RPMI7951,4.022924
35511,VE821,RPMI7951,2.575608
35512,VX-11e,RPMI7951,2.210119
35513,Veliparib,RPMI7951,5.120388
35514,Venetoclax,RPMI7951,3.06317
35515,Vinblastine,RPMI7951,-5.608327
35516,Vincristine,RPMI7951,-4.163583
35517,Vinorelbine,RPMI7951,-4.948784
35518,Vismodegib,RPMI7951,3.594888
35519,Vorinostat,RPMI7951,1.26901
35520,WEHI-539,RPMI7951,2.464961
35521,WZ4003,RPMI7951,2.814499
35522,Wee1 Inhibitor,RPMI7951,1.116497
35523,Wnt-C59,RPMI7951,3.986179
35524,XAV939,RPMI7951,3.748735
35525,YK-4-279,RPMI7951,1.012653
35526,ZM447439,RPMI7951,1.672214
35527,Zoledronate,RPMI7951,3.4532
35528,alpha-lipoic acid,RPMI7951,7.546549
35529,glutathione,RPMI7951,7.426967
35530,5-Fluorouracil,HCC1500,5.229113
35531,5-azacytidine,HCC1500,4.19151
35532,ABT737,HCC1500,-2.838928
35533,AGI-5198,HCC1500,3.841937
35534,AGI-6780,HCC1500,3.949243
35535,AGK2,HCC1500,2.438369
35536,AT13148,HCC1500,2.891867
35537,AZ6102,HCC1500,1.1814
35538,AZ960,HCC1500,2.42361
35539,AZD1208,HCC1500,5.468452
35540,AZD1332,HCC1500,5.420206
35541,AZD2014,HCC1500,1.168591
35542,AZD3759,HCC1500,2.080993
35543,AZD4547,HCC1500,2.271547
35544,AZD5363,HCC1500,4.039994
35545,AZD5438,HCC1500,5.493887
35546,AZD5582,HCC1500,0.751224
35547,AZD5991,HCC1500,1.55814
35548,AZD6738,HCC1500,3.866061
35549,AZD7762,HCC1500,3.507198
35550,AZD8055,HCC1500,0.079446
35551,AZD8186,HCC1500,5.383181
35552,Acetalax,HCC1500,0.32625
35553,Afatinib,HCC1500,1.232027
35554,Afuresertib,HCC1500,4.110413
35555,Alisertib,HCC1500,4.887628
35556,Alpelisib,HCC1500,5.069138
35557,Avagacestat,HCC1500,5.049116
35558,Axitinib,HCC1500,3.285776
35559,BI-2536,HCC1500,1.394878
35560,BMS-345541,HCC1500,3.804754
35561,BMS-536924,HCC1500,2.933444
35562,BMS-754807,HCC1500,5.319588
35563,Bleomycin,HCC1500,3.763453
35564,Bleomycin (50 uM),HCC1500,5.703838
35565,Bortezomib,HCC1500,-5.939577
35566,Bosutinib,HCC1500,3.414947
35567,Bromosporine,HCC1500,2.652459
35568,Buparlisib,HCC1500,2.528996
35569,CCT007093,HCC1500,4.909205
35570,CPI-637,HCC1500,5.404691
35571,Camptothecin,HCC1500,-0.467036
35572,Carmustine,HCC1500,6.253039
35573,Cediranib,HCC1500,2.066033
35574,Cisplatin,HCC1500,4.577588
35575,Crizotinib,HCC1500,4.708967
35576,Cyclophosphamide,HCC1500,4.2802
35577,Dabrafenib,HCC1500,6.172429
35578,Dacarbazine,HCC1500,4.942169
35579,Dactinomycin,HCC1500,-2.662105
35580,Dasatinib,HCC1500,3.001981
35581,Dihydrorotenone,HCC1500,-0.884713
35582,Dinaciclib,HCC1500,0.009402
35583,Docetaxel,HCC1500,0.145326
35584,Doramapimod,HCC1500,3.947854
35585,EHT-1864,HCC1500,4.209134
35586,EPZ004777,HCC1500,5.65178
35587,Elephantin,HCC1500,2.871553
35588,Entinostat,HCC1500,0.520156
35589,Entospletinib,HCC1500,4.816
35590,Epirubicin,HCC1500,-0.517987
35591,Erlotinib,HCC1500,3.207059
35592,Fludarabine,HCC1500,4.150195
35593,Fulvestrant,HCC1500,3.089398
35594,GDC0810,HCC1500,4.179326
35595,GNE-317,HCC1500,3.182517
35596,GSK-LSD1,HCC1500,3.105985
35597,GSK1904529A,HCC1500,5.305467
35598,GSK2110183B,HCC1500,4.240503
35599,GSK2606414,HCC1500,4.09958
35600,GSK269962A,HCC1500,2.528819
35601,GSK2801,HCC1500,4.92413
35602,GSK2830371,HCC1500,4.711544
35603,GSK343,HCC1500,2.723278
35604,GSK591,HCC1500,4.107319
35605,GW441756,HCC1500,2.772161
35606,Gallibiscoquinazole,HCC1500,2.958658
35607,Gefitinib,HCC1500,3.692702
35608,Gemcitabine,HCC1500,3.02859
35609,I-BET-762,HCC1500,4.680026
35610,I-BRD9,HCC1500,4.802582
35611,IWP-2,HCC1500,2.932216
35612,Ibrutinib,HCC1500,4.558831
35613,Irinotecan,HCC1500,4.140883
35614,JNK Inhibitor VIII,HCC1500,4.964525
35615,KRAS (G12C) Inhibitor-12,HCC1500,5.600447
35616,KU-55933,HCC1500,5.368943
35617,L-Oxonoreleagnine,HCC1500,3.679082
35618,LCL161,HCC1500,5.399489
35619,LJI308,HCC1500,5.052999
35620,LMP744,HCC1500,0.433954
35621,Lapatinib,HCC1500,4.555204
35622,Leflunomide,HCC1500,5.641675
35623,Lestaurtinib,HCC1500,1.598182
35624,Luminespib,HCC1500,-1.236471
35625,MG-132,HCC1500,-1.918824
35626,MIM1,HCC1500,5.481233
35627,MIRA-1,HCC1500,4.988759
35628,MK-1775,HCC1500,2.167659
35629,MK-2206,HCC1500,5.356452
35630,ML323,HCC1500,4.492312
35631,Mirin,HCC1500,4.798614
35632,Motesanib,HCC1500,5.459044
35633,Mycophenolic acid,HCC1500,2.927018
35634,NU7441,HCC1500,2.908054
35635,NVP-ADW742,HCC1500,1.911729
35636,Nelarabine,HCC1500,6.045643
35637,Nilotinib,HCC1500,2.380526
35638,Niraparib,HCC1500,5.324772
35639,Nutlin-3a (-),HCC1500,2.454581
35640,OF-1,HCC1500,3.606208
35641,OSI-027,HCC1500,2.456923
35642,OTX015,HCC1500,3.997764
35643,Obatoclax Mesylate,HCC1500,1.272726
35644,Olaparib,HCC1500,4.600589
35645,Osimertinib,HCC1500,2.591923
35646,Oxaliplatin,HCC1500,5.437982
35647,P22077,HCC1500,3.433106
35648,PCI-34051,HCC1500,4.54201
35649,PD0325901,HCC1500,3.683327
35650,PD173074,HCC1500,4.135166
35651,PF-4708671,HCC1500,3.100931
35652,PFI-1,HCC1500,4.566798
35653,PFI3,HCC1500,5.483765
35654,PLX-4720,HCC1500,5.359713
35655,POMHEX,HCC1500,1.453259
35656,PRIMA-1MET,HCC1500,4.884593
35657,PRT062607,HCC1500,1.91597
35658,Paclitaxel,HCC1500,-0.402659
35659,Palbociclib,HCC1500,4.655206
35660,Pevonedistat,HCC1500,2.182769
35661,Picolinici-acid,HCC1500,5.270102
35662,Pictilisib,HCC1500,3.437194
35663,Podophyllotoxin bromide,HCC1500,-0.395811
35664,RO-3306,HCC1500,2.6575
35665,Rapamycin,HCC1500,-0.841818
35666,Refametinib,HCC1500,4.416714
35667,Remodelin,HCC1500,3.111653
35668,Ribociclib,HCC1500,3.977203
35669,Romidepsin,HCC1500,-4.685054
35670,Rucaparib,HCC1500,4.111445
35671,Ruxolitinib,HCC1500,5.251154
35672,SB216763,HCC1500,5.343967
35673,SB590885,HCC1500,4.748152
35674,SCH772984,HCC1500,2.85995
35675,SGC-CBP30,HCC1500,4.658815
35676,SGC0946,HCC1500,2.339501
35677,SN-38,HCC1500,3.832924
35678,Sapitinib,HCC1500,5.423272
35679,Savolitinib,HCC1500,2.095638
35680,Schweinfurthin A,HCC1500,3.067179
35681,Selumetinib,HCC1500,5.045936
35682,Sepantronium bromide,HCC1500,-0.769193
35683,Serdemetan,HCC1500,4.84894
35684,Sinularin,HCC1500,3.184755
35685,Sorafenib,HCC1500,1.907023
35686,Staurosporine,HCC1500,-0.351111
35687,Talazoparib,HCC1500,5.386678
35688,Tamoxifen,HCC1500,3.380385
35689,Tanespimycin,HCC1500,-0.092102
35690,Taselisib,HCC1500,4.151807
35691,Telomerase Inhibitor IX,HCC1500,1.212372
35692,Temozolomide,HCC1500,6.267088
35693,Temsirolimus,HCC1500,0.886279
35694,Teniposide,HCC1500,3.30647
35695,Topotecan,HCC1500,0.766957
35696,Tozasertib,HCC1500,3.900638
35697,Trametinib,HCC1500,1.425655
35698,UMI-77,HCC1500,3.170611
35699,UNC0379,HCC1500,3.98611
35700,UNC0638,HCC1500,4.79915
35701,Ulixertinib,HCC1500,4.647531
35702,Uprosertib,HCC1500,5.075514
35703,VE-822,HCC1500,4.80074
35704,VE821,HCC1500,5.369375
35705,VX-11e,HCC1500,3.367191
35706,Veliparib,HCC1500,4.195821
35707,Venetoclax,HCC1500,-3.578153
35708,Vinblastine,HCC1500,-3.47455
35709,Vincristine,HCC1500,-1.769802
35710,Vinorelbine,HCC1500,-1.684772
35711,Vismodegib,HCC1500,4.162649
35712,Vorinostat,HCC1500,1.611262
35713,WEHI-539,HCC1500,3.170352
35714,WZ4003,HCC1500,2.314747
35715,Wee1 Inhibitor,HCC1500,2.182493
35716,Wnt-C59,HCC1500,3.614012
35717,XAV939,HCC1500,4.410994
35718,YK-4-279,HCC1500,4.993688
35719,ZM447439,HCC1500,3.41528
35720,Zoledronate,HCC1500,3.878118
35721,alpha-lipoic acid,HCC1500,7.620378
35722,glutathione,HCC1500,9.608423
35723,5-Fluorouracil,COLO678,9.541368
35724,5-azacytidine,COLO678,7.799166
35725,ABT737,COLO678,4.98187
35726,AGI-5198,COLO678,6.822467
35727,AGI-6780,COLO678,8.015894
35728,AGK2,COLO678,6.022414
35729,AMG-319,COLO678,8.094194
35730,AT13148,COLO678,8.142046
35731,AZ6102,COLO678,2.618271
35732,AZ960,COLO678,7.630116
35733,AZD1208,COLO678,6.974503
35734,AZD1332,COLO678,5.407739
35735,AZD2014,COLO678,7.021809
35736,AZD3759,COLO678,2.464421
35737,AZD4547,COLO678,5.742838
35738,AZD5363,COLO678,7.642215
35739,AZD5438,COLO678,5.967941
35740,AZD5582,COLO678,6.966944
35741,AZD5991,COLO678,8.30157
35742,AZD6738,COLO678,7.240609
35743,AZD7762,COLO678,5.085481
35744,AZD8055,COLO678,4.957577
35745,AZD8186,COLO678,5.813954
35746,Acetalax,COLO678,6.459354
35747,Afatinib,COLO678,3.150646
35748,Afuresertib,COLO678,6.95508
35749,Alisertib,COLO678,5.888973
35750,Alpelisib,COLO678,7.083738
35751,Avagacestat,COLO678,5.718403
35752,Axitinib,COLO678,7.423831
35753,BI-2536,COLO678,3.650206
35754,BIBR-1532,COLO678,7.096546
35755,BMS-345541,COLO678,7.837604
35756,BMS-536924,COLO678,3.337192
35757,BMS-754807,COLO678,3.611855
35758,Bleomycin,COLO678,5.54174
35759,Bleomycin (50 uM),COLO678,4.65714
35760,Bortezomib,COLO678,-1.530042
35761,Bosutinib,COLO678,3.203053
35762,Bromosporine,COLO678,5.287607
35763,Buparlisib,COLO678,4.505134
35764,CCT007093,COLO678,8.267967
35765,CPI-637,COLO678,8.304623
35766,Camptothecin,COLO678,3.712453
35767,Carmustine,COLO678,9.009939
35768,Cediranib,COLO678,2.914382
35769,Cisplatin,COLO678,8.385916
35770,Crizotinib,COLO678,4.867179
35771,Cyclophosphamide,COLO678,8.715326
35772,Dabrafenib,COLO678,8.259405
35773,Dacarbazine,COLO678,7.622219
35774,Dactinomycin,COLO678,-0.987679
35775,Dasatinib,COLO678,3.616151
35776,Dihydrorotenone,COLO678,2.500409
35777,Dinaciclib,COLO678,0.438361
35778,Docetaxel,COLO678,2.552844
35779,Doramapimod,COLO678,8.099731
35780,EHT-1864,COLO678,6.702309
35781,EPZ004777,COLO678,8.330315
35782,Elephantin,COLO678,5.044791
35783,Entinostat,COLO678,5.94501
35784,Entospletinib,COLO678,6.848929
35785,Epirubicin,COLO678,0.783996
35786,Erlotinib,COLO678,3.20675
35787,Fludarabine,COLO678,8.229816
35788,Fulvestrant,COLO678,6.532566
35789,GDC0810,COLO678,8.670138
35790,GNE-317,COLO678,5.627711
35791,GSK-LSD1,COLO678,4.109977
35792,GSK1904529A,COLO678,8.559419
35793,GSK2110183B,COLO678,6.876948
35794,GSK2606414,COLO678,6.742589
35795,GSK2801,COLO678,6.830574
35796,GSK2830371,COLO678,7.753301
35797,GSK343,COLO678,6.732845
35798,GSK591,COLO678,6.824261
35799,GW441756,COLO678,5.732762
35800,Gallibiscoquinazole,COLO678,3.527663
35801,Gefitinib,COLO678,3.856659
35802,Gemcitabine,COLO678,4.993579
35803,I-BET-762,COLO678,7.704501
35804,I-BRD9,COLO678,8.324464
35805,ICL-SIRT078,COLO678,7.4137
35806,IWP-2,COLO678,5.684817
35807,Ibrutinib,COLO678,5.060858
35808,Irinotecan,COLO678,8.304616
35809,JNK Inhibitor VIII,COLO678,7.951223
35810,KRAS (G12C) Inhibitor-12,COLO678,8.56109
35811,KU-55933,COLO678,8.279821
35812,L-Oxonoreleagnine,COLO678,3.798691
35813,LCL161,COLO678,8.209053
35814,LJI308,COLO678,6.681125
35815,LMP744,COLO678,4.040056
35816,Lapatinib,COLO678,4.925356
35817,Leflunomide,COLO678,7.787788
35818,Lestaurtinib,COLO678,2.007419
35819,Luminespib,COLO678,1.479963
35820,MG-132,COLO678,0.222292
35821,MIM1,COLO678,7.454314
35822,MIRA-1,COLO678,9.199099
35823,MK-1775,COLO678,3.931655
35824,MK-2206,COLO678,7.298569
35825,MK-8776,COLO678,7.328563
35826,ML323,COLO678,7.678511
35827,Mirin,COLO678,7.675274
35828,Motesanib,COLO678,7.610925
35829,Mycophenolic acid,COLO678,3.170554
35830,NU7441,COLO678,6.984993
35831,NVP-ADW742,COLO678,3.798424
35832,Nelarabine,COLO678,8.057052
35833,Nilotinib,COLO678,7.821712
35834,Niraparib,COLO678,8.124019
35835,Nutlin-3a (-),COLO678,5.302004
35836,OF-1,COLO678,4.446121
35837,OSI-027,COLO678,7.666206
35838,OTX015,COLO678,5.251621
35839,Obatoclax Mesylate,COLO678,2.130706
35840,Olaparib,COLO678,7.539403
35841,Osimertinib,COLO678,2.994404
35842,Oxaliplatin,COLO678,8.027508
35843,P22077,COLO678,6.856437
35844,PCI-34051,COLO678,8.143599
35845,PD0325901,COLO678,-0.243942
35846,PD173074,COLO678,7.006066
35847,PFI-1,COLO678,6.058804
35848,PFI3,COLO678,8.028704
35849,PLX-4720,COLO678,9.074254
35850,POMHEX,COLO678,1.165877
35851,PRIMA-1MET,COLO678,8.929702
35852,PRT062607,COLO678,6.791721
35853,Paclitaxel,COLO678,2.961028
35854,Palbociclib,COLO678,5.39884
35855,Pevonedistat,COLO678,4.792344
35856,Picolinici-acid,COLO678,7.609017
35857,Pictilisib,COLO678,5.523456
35858,Podophyllotoxin bromide,COLO678,3.131383
35859,Pyridostatin,COLO678,4.66641
