,drug,cell_line,IC50
10837,Vincristine,KP3,1.053255
10838,Vinorelbine,KP3,-0.433152
10839,Vismodegib,KP3,4.18199
10840,Vorinostat,KP3,2.8431
10841,WEHI-539,KP3,6.238349
10842,WIKI4,KP3,3.716835
10843,WZ4003,KP3,4.23418
10844,Wee1 Inhibitor,KP3,4.566863
10845,Wnt-C59,KP3,4.671166
10846,YK-4-279,KP3,3.344033
10847,alpha-lipoic acid,KP3,7.531684
10848,glutathione,KP3,8.48907
10849,5-Fluorouracil,HCC1187,6.877451
10850,A-366,HCC1187,5.167233
10851,AGI-5198,HCC1187,4.203456
10852,AGI-6780,HCC1187,5.363345
10853,AGK2,HCC1187,3.040022
10854,AMG-319,HCC1187,5.361198
10855,AT13148,HCC1187,2.004434
10856,AZ6102,HCC1187,3.353595
10857,AZ960,HCC1187,-0.567657
10858,AZD1208,HCC1187,5.378087
10859,AZD1332,HCC1187,5.327476
10860,AZD2014,HCC1187,3.972174
10861,AZD3759,HCC1187,2.715288
10862,AZD5153,HCC1187,2.306843
10863,AZD5363,HCC1187,3.615287
10864,AZD5438,HCC1187,0.792496
10865,AZD5582,HCC1187,2.102031
10866,AZD5991,HCC1187,-1.848605
10867,AZD6482,HCC1187,5.485883
10868,AZD6738,HCC1187,3.923796
10869,AZD8055,HCC1187,3.028371
10870,AZD8186,HCC1187,2.962224
10871,Acetalax,HCC1187,1.751804
10872,Afatinib,HCC1187,2.114522
10873,Afuresertib,HCC1187,3.021917
10874,Alpelisib,HCC1187,4.544423
10875,Avagacestat,HCC1187,4.56973
10876,Axitinib,HCC1187,2.828859
10877,BI-2536,HCC1187,2.636376
10878,BMS-345541,HCC1187,2.106861
10879,BMS-536924,HCC1187,4.177553
10880,BMS-754807,HCC1187,0.201923
10881,Bleomycin,HCC1187,2.988183
10882,Bortezomib,HCC1187,-5.861439
10883,Bosutinib,HCC1187,3.768649
10884,Bromosporine,HCC1187,3.74069
10885,Buparlisib,HCC1187,1.715498
10886,CCT007093,HCC1187,4.210185
10887,CPI-637,HCC1187,5.365917
10888,CZC24832,HCC1187,5.372303
10889,Camptothecin,HCC1187,1.24064
10890,Cediranib,HCC1187,3.869727
10891,Crizotinib,HCC1187,2.360932
10892,Cyclophosphamide,HCC1187,4.745389
10893,Cytarabine,HCC1187,3.324362
10894,Dabrafenib,HCC1187,4.237743
10895,Dacarbazine,HCC1187,6.022653
10896,Dactinomycin,HCC1187,-2.930841
10897,Dactolisib,HCC1187,1.501885
10898,Dasatinib,HCC1187,4.08714
10899,Dihydrorotenone,HCC1187,-2.737095
10900,Dinaciclib,HCC1187,-4.278836
10901,Docetaxel,HCC1187,-4.65439
10902,Doramapimod,HCC1187,4.091357
10903,EHT-1864,HCC1187,2.006491
10904,EPZ004777,HCC1187,5.419712
10905,EPZ5676,HCC1187,5.117681
10906,Elephantin,HCC1187,4.867183
10907,Entinostat,HCC1187,2.708007
10908,Entospletinib,HCC1187,5.37156
10909,Epirubicin,HCC1187,3.36159
10910,Erlotinib,HCC1187,2.657153
10911,Fludarabine,HCC1187,6.070165
10912,Foretinib,HCC1187,0.283828
10913,Fulvestrant,HCC1187,4.348349
10914,GDC0810,HCC1187,4.244449
10915,GNE-317,HCC1187,2.705014
10916,GSK-LSD1,HCC1187,3.05671
10917,GSK1904529A,HCC1187,3.583419
10918,GSK2110183B,HCC1187,2.864474
10919,GSK2578215A,HCC1187,4.729749
10920,GSK2606414,HCC1187,5.3779
10921,GSK269962A,HCC1187,4.007745
10922,GSK2801,HCC1187,5.340632
10923,GSK343,HCC1187,3.895152
10924,GSK591,HCC1187,5.332401
10925,GW441756,HCC1187,1.735457
10926,Gallibiscoquinazole,HCC1187,2.970208
10927,Gefitinib,HCC1187,3.531042
10928,Gemcitabine,HCC1187,6.224837
10929,I-BET-762,HCC1187,5.368564
10930,I-BRD9,HCC1187,4.449705
10931,ICL-SIRT078,HCC1187,3.949553
10932,IWP-2,HCC1187,2.731991
10933,Ipatasertib,HCC1187,3.469112
10934,Irinotecan,HCC1187,5.244333
10935,JNK Inhibitor VIII,HCC1187,3.309183
10936,JQ1,HCC1187,2.157325
10937,KRAS (G12C) Inhibitor-12,HCC1187,2.57404
10938,KU-55933,HCC1187,4.996237
10939,L-Oxonoreleagnine,HCC1187,3.926692
10940,LCL161,HCC1187,4.693227
10941,LGK974,HCC1187,3.50382
10942,LMP744,HCC1187,3.376903
10943,LY2109761,HCC1187,3.579169
10944,Lapatinib,HCC1187,5.226374
10945,Leflunomide,HCC1187,4.455464
10946,Lenalidomide,HCC1187,5.36641
10947,Lestaurtinib,HCC1187,-0.60322
10948,Linsitinib,HCC1187,3.394223
10949,Luminespib,HCC1187,1.813082
10950,MG-132,HCC1187,-1.75193
10951,MIM1,HCC1187,3.977007
10952,MIRA-1,HCC1187,4.984464
10953,MK-1775,HCC1187,1.677484
10954,MK-8776,HCC1187,4.68494
10955,ML323,HCC1187,3.883954
10956,MN-64,HCC1187,1.676433
10957,Methotrexate,HCC1187,-2.552635
10958,Mirin,HCC1187,4.142373
10959,Mitoxantrone,HCC1187,1.240875
10960,Mycophenolic acid,HCC1187,5.354492
10961,N-acetyl cysteine,HCC1187,8.895637
10962,NU7441,HCC1187,4.097348
10963,NVP-ADW742,HCC1187,4.088299
10964,Navitoclax,HCC1187,3.631228
10965,Nelarabine,HCC1187,6.052151
10966,Nilotinib,HCC1187,4.136108
10967,Niraparib,HCC1187,4.111744
10968,Nutlin-3a (-),HCC1187,4.548689
10969,OF-1,HCC1187,1.867286
10970,OSI-027,HCC1187,3.109177
10971,OTX015,HCC1187,2.450644
10972,Obatoclax Mesylate,HCC1187,0.961346
10973,Olaparib,HCC1187,4.46089
10974,Osimertinib,HCC1187,1.838929
10975,Oxaliplatin,HCC1187,3.286757
10976,P22077,HCC1187,4.050165
10977,PCI-34051,HCC1187,5.36909
10978,PD0325901,HCC1187,2.534668
10979,PD173074,HCC1187,4.424597
10980,PFI-1,HCC1187,4.965094
10981,PLX-4720,HCC1187,5.621832
10982,POMHEX,HCC1187,-0.29953
10983,PRT062607,HCC1187,5.365382
10984,Paclitaxel,HCC1187,-4.759723
10985,Palbociclib,HCC1187,4.28742
10986,Pevonedistat,HCC1187,2.671186
10987,Picolinici-acid,HCC1187,5.348774
10988,Pictilisib,HCC1187,1.8699
10989,Podophyllotoxin bromide,HCC1187,-1.198184
10990,Pyridostatin,HCC1187,4.473329
10991,RO-3306,HCC1187,5.107099
10992,RVX-208,HCC1187,5.359489
10993,Rapamycin,HCC1187,-0.687643
10994,Refametinib,HCC1187,2.53823
10995,Remodelin,HCC1187,4.321485
10996,Ribociclib,HCC1187,4.114708
10997,Romidepsin,HCC1187,-3.826826
10998,Rucaparib,HCC1187,3.672112
10999,Ruxolitinib,HCC1187,3.216758
11000,SB216763,HCC1187,5.027237
11001,SB590885,HCC1187,4.68494
11002,SCH772984,HCC1187,5.129827
11003,SGC-CBP30,HCC1187,4.651902
11004,SGC0946,HCC1187,0.972519
11005,SN-38,HCC1187,3.408685
11006,Sabutoclax,HCC1187,-1.81297
11007,Sapitinib,HCC1187,4.5124
11008,Savolitinib,HCC1187,0.930695
11009,Schweinfurthin A,HCC1187,1.627054
11010,Selumetinib,HCC1187,4.339825
11011,Serdemetan,HCC1187,3.94718
11012,Sinularin,HCC1187,3.653759
11013,Sorafenib,HCC1187,2.294081
11014,Staurosporine,HCC1187,-1.991936
11015,Talazoparib,HCC1187,5.295259
11016,Tamoxifen,HCC1187,3.57288
11017,Tanespimycin,HCC1187,1.123948
11018,Taselisib,HCC1187,3.117261
11019,Telomerase Inhibitor IX,HCC1187,1.855446
11020,Temozolomide,HCC1187,6.795984
11021,Temsirolimus,HCC1187,3.028516
11022,Teniposide,HCC1187,2.371559
11023,Tozasertib,HCC1187,2.723568
11024,Trametinib,HCC1187,2.224069
11025,UMI-77,HCC1187,1.680654
11026,UNC0379,HCC1187,4.036272
11027,UNC0638,HCC1187,4.68494
11028,Ulixertinib,HCC1187,3.625821
11029,Uprosertib,HCC1187,5.065864
11030,VE-822,HCC1187,4.089903
11031,VE821,HCC1187,5.336525
11032,VX-11e,HCC1187,3.357521
11033,Veliparib,HCC1187,5.135328
11034,Venetoclax,HCC1187,2.357071
11035,Vinblastine,HCC1187,0.235893
11036,Vincristine,HCC1187,-4.477343
11037,Vinorelbine,HCC1187,-5.635735
11038,Vismodegib,HCC1187,5.202197
11039,Vorinostat,HCC1187,2.691515
11040,WEHI-539,HCC1187,3.721744
11041,WIKI4,HCC1187,3.294059
11042,WZ4003,HCC1187,5.375016
11043,Wee1 Inhibitor,HCC1187,4.236263
11044,Wnt-C59,HCC1187,5.118689
11045,YK-4-279,HCC1187,3.528618
11046,alpha-lipoic acid,HCC1187,6.735364
11047,glutathione,HCC1187,8.659428
11048,5-Fluorouracil,SIGM5,2.850766
11049,AGI-5198,SIGM5,2.949198
11050,AGI-6780,SIGM5,2.798415
11051,AMG-319,SIGM5,3.320135
11052,AT13148,SIGM5,0.434538
11053,AZ6102,SIGM5,1.030476
11054,AZ960,SIGM5,-0.744806
11055,AZD3759,SIGM5,1.232638
11056,AZD5363,SIGM5,-0.256313
11057,AZD5582,SIGM5,1.836062
11058,AZD6482,SIGM5,2.969764
11059,AZD6738,SIGM5,-0.647514
11060,AZD8186,SIGM5,2.602188
11061,Afatinib,SIGM5,0.727587
11062,Afuresertib,SIGM5,-0.65443
11063,Alisertib,SIGM5,-2.721741
11064,Alpelisib,SIGM5,2.769184
11065,Avagacestat,SIGM5,2.361529
11066,Axitinib,SIGM5,0.578684
11067,BI-2536,SIGM5,-3.513267
11068,BMS-345541,SIGM5,1.818731
11069,BMS-536924,SIGM5,2.018918
11070,BMS-754807,SIGM5,-0.549142
11071,BX795,SIGM5,0.089524
11072,Bicalutamide,SIGM5,3.845989
11073,Bortezomib,SIGM5,-5.478849
11074,Bosutinib,SIGM5,1.07037
11075,Buparlisib,SIGM5,0.639531
11076,CCT-018159,SIGM5,2.347911
11077,CCT007093,SIGM5,3.877619
11078,CHIR-99021,SIGM5,1.836467
11079,CZC24832,SIGM5,3.883706
11080,Camptothecin,SIGM5,-2.917317
11081,Cediranib,SIGM5,1.817735
11082,Crizotinib,SIGM5,0.975281
11083,Cyclophosphamide,SIGM5,3.546626
11084,Dabrafenib,SIGM5,2.370319
11085,Dactinomycin,SIGM5,-6.090216
11086,Dactolisib,SIGM5,-2.13196
11087,Daporinad,SIGM5,0.69821
11088,Dasatinib,SIGM5,0.772626
11089,Dinaciclib,SIGM5,-3.978838
11090,Docetaxel,SIGM5,-5.402247
11091,Doramapimod,SIGM5,2.554423
11092,EHT-1864,SIGM5,2.437957
11093,EPZ004777,SIGM5,2.864558
11094,EPZ5676,SIGM5,3.863156
11095,Elesclomol,SIGM5,-4.259792
11096,Entinostat,SIGM5,-1.748802
11097,Entospletinib,SIGM5,3.225925
11098,Epirubicin,SIGM5,-0.633646
11099,Erlotinib,SIGM5,-0.110789
11100,Foretinib,SIGM5,-0.623855
11101,Fulvestrant,SIGM5,1.581053
11102,GDC0810,SIGM5,3.883476
11103,GNE-317,SIGM5,0.961847
11104,GSK1904529A,SIGM5,2.189427
11105,GSK2578215A,SIGM5,3.796936
11106,GSK2606414,SIGM5,2.997575
11107,GSK269962A,SIGM5,-2.291029
11108,GSK343,SIGM5,1.508296
11109,GSK591,SIGM5,2.534891
11110,GW441756,SIGM5,1.446656
11111,Gefitinib,SIGM5,1.320111
11112,Gemcitabine,SIGM5,-3.605338
11113,I-BET-762,SIGM5,2.41997
11114,I-BRD9,SIGM5,3.883695
11115,IOX2,SIGM5,0.886113
11116,IWP-2,SIGM5,1.466698
11117,Ipatasertib,SIGM5,1.259989
11118,Irinotecan,SIGM5,1.728655
11119,JNK Inhibitor VIII,SIGM5,2.235751
11120,JQ1,SIGM5,2.045349
11121,KRAS (G12C) Inhibitor-12,SIGM5,3.439321
11122,KU-55933,SIGM5,3.854625
11123,LCL161,SIGM5,3.791805
11124,LGK974,SIGM5,2.416817
11125,LY2109761,SIGM5,2.464471
11126,Lapatinib,SIGM5,1.624268
11127,Leflunomide,SIGM5,3.66981
11128,Lenalidomide,SIGM5,2.735013
11129,Lestaurtinib,SIGM5,-2.376432
11130,Linsitinib,SIGM5,3.359758
11131,Luminespib,SIGM5,-4.277155
11132,MG-132,SIGM5,-1.179923
11133,MIRA-1,SIGM5,3.852679
11134,MK-1775,SIGM5,-0.482085
11135,MK-8776,SIGM5,1.125871
11136,ML323,SIGM5,2.732809
11137,MN-64,SIGM5,3.556833
11138,Methotrexate,SIGM5,1.167373
11139,Mirin,SIGM5,2.765555
11140,NU7441,SIGM5,2.507221
11141,NVP-ADW742,SIGM5,2.325204
11142,Navitoclax,SIGM5,0.376677
11143,Niraparib,SIGM5,2.960956
11144,Nutlin-3a (-),SIGM5,3.348716
11145,OF-1,SIGM5,2.251939
11146,OSI-027,SIGM5,2.241144
11147,OTX015,SIGM5,1.956783
11148,Olaparib,SIGM5,2.630832
11149,Osimertinib,SIGM5,0.834939
11150,Oxaliplatin,SIGM5,3.210339
11151,P22077,SIGM5,1.704974
11152,PCI-34051,SIGM5,2.608404
11153,PD0325901,SIGM5,1.735574
11154,PD173074,SIGM5,2.852947
11155,PFI-1,SIGM5,3.575232
11156,PLX-4720,SIGM5,2.203401
11157,PRT062607,SIGM5,1.406133
11158,Paclitaxel,SIGM5,-5.174181
11159,Palbociclib,SIGM5,-1.22126
11160,Pevonedistat,SIGM5,-0.885325
11161,Picolinici-acid,SIGM5,3.878456
11162,Pictilisib,SIGM5,0.332284
11163,Pyridostatin,SIGM5,2.050224
11164,RO-3306,SIGM5,0.410125
11165,RVX-208,SIGM5,0.452218
11166,Refametinib,SIGM5,2.67537
11167,Ribociclib,SIGM5,0.710511
11168,Rucaparib,SIGM5,2.4481
11169,Ruxolitinib,SIGM5,3.812727
11170,SB216763,SIGM5,2.009683
11171,SB505124,SIGM5,1.563637
11172,SB590885,SIGM5,3.004318
11173,SCH772984,SIGM5,2.552777
11174,SGC0946,SIGM5,-0.381003
11175,SL0101,SIGM5,2.563382
11176,SN-38,SIGM5,-3.5002
11177,Sabutoclax,SIGM5,-1.566579
11178,Sapitinib,SIGM5,2.081867
11179,Savolitinib,SIGM5,1.581121
11180,Selumetinib,SIGM5,3.883231
11181,Serdemetan,SIGM5,2.806346
11182,Sorafenib,SIGM5,1.022205
11183,Staurosporine,SIGM5,-4.112465
11184,Talazoparib,SIGM5,3.125623
11185,Tamoxifen,SIGM5,3.154498
11186,Tanespimycin,SIGM5,0.113265
11187,Taselisib,SIGM5,2.284433
11188,Telomerase Inhibitor IX,SIGM5,-0.434121
11189,Temozolomide,SIGM5,4.403264
11190,Tozasertib,SIGM5,-3.518444
11191,Trametinib,SIGM5,1.704924
11192,Tretinoin,SIGM5,2.736683
11193,Ulixertinib,SIGM5,-0.010357
11194,Uprosertib,SIGM5,0.208174
11195,VE-822,SIGM5,-0.004478
11196,VE821,SIGM5,0.65051
11197,VX-11e,SIGM5,-0.907932
11198,Veliparib,SIGM5,3.844945
11199,Venetoclax,SIGM5,2.079169
11200,Vinorelbine,SIGM5,-5.236816
11201,Vismodegib,SIGM5,0.181595
11202,Vorinostat,SIGM5,-0.791738
11203,WEHI-539,SIGM5,2.07881
11204,WIKI4,SIGM5,0.589231
11205,WZ4003,SIGM5,3.883705
11206,Wee1 Inhibitor,SIGM5,0.300752
11207,Wnt-C59,SIGM5,2.339205
11208,YK-4-279,SIGM5,0.618152
11209,5-Fluorouracil,OCIAML2,0.723331
11210,A-366,OCIAML2,3.972788
11211,AGI-5198,OCIAML2,2.856766
11212,AGI-6780,OCIAML2,2.669618
11213,AGK2,OCIAML2,1.858601
11214,AMG-319,OCIAML2,3.680951
11215,AT13148,OCIAML2,1.70307
11216,AZ6102,OCIAML2,1.924782
11217,AZ960,OCIAML2,-0.533851
11218,AZD1208,OCIAML2,3.407901
11219,AZD1332,OCIAML2,3.01015
11220,AZD2014,OCIAML2,1.468438
11221,AZD3759,OCIAML2,0.955719
11222,AZD5153,OCIAML2,-2.56977
11223,AZD5363,OCIAML2,1.608631
11224,AZD5438,OCIAML2,0.210483
11225,AZD5582,OCIAML2,1.326883
11226,AZD5991,OCIAML2,-1.013793
11227,AZD6738,OCIAML2,0.427466
11228,AZD8055,OCIAML2,-1.897551
11229,AZD8186,OCIAML2,3.26272
11230,Acetalax,OCIAML2,4.811532
11231,Afatinib,OCIAML2,1.119857
11232,Afuresertib,OCIAML2,2.539935
11233,Alpelisib,OCIAML2,2.81982
11234,Avagacestat,OCIAML2,2.955547
11235,Axitinib,OCIAML2,1.495199
11236,BI-2536,OCIAML2,-4.482498
11237,BMS-345541,OCIAML2,2.021515
11238,BMS-536924,OCIAML2,0.493005
11239,BMS-754807,OCIAML2,-0.122523
11240,Bleomycin,OCIAML2,2.671056
11241,Bortezomib,OCIAML2,-5.472308
11242,Bosutinib,OCIAML2,0.193608
11243,Bromosporine,OCIAML2,-0.085987
11244,Buparlisib,OCIAML2,0.162663
11245,CCT007093,OCIAML2,4.285591
11246,CPI-637,OCIAML2,0.626301
11247,CZC24832,OCIAML2,2.905371
11248,Camptothecin,OCIAML2,-4.907033
11249,Cediranib,OCIAML2,1.767507
11250,Crizotinib,OCIAML2,0.658718
11251,Cyclophosphamide,OCIAML2,4.285555
11252,Cytarabine,OCIAML2,-1.899882
11253,Dabrafenib,OCIAML2,2.085872
11254,Dacarbazine,OCIAML2,4.361765
11255,Dactinomycin,OCIAML2,-5.589366
11256,Dactolisib,OCIAML2,-1.596168
11257,Daporinad,OCIAML2,-6.841315
11258,Dasatinib,OCIAML2,1.820475
11259,Dihydrorotenone,OCIAML2,0.175827
11260,Dinaciclib,OCIAML2,-4.127366
11261,Docetaxel,OCIAML2,-5.310862
11262,Doramapimod,OCIAML2,4.285591
11263,EHT-1864,OCIAML2,2.419603
11264,EPZ004777,OCIAML2,4.003946
11265,EPZ5676,OCIAML2,4.423302
11266,Elephantin,OCIAML2,2.267458
11267,Entinostat,OCIAML2,1.602164
11268,Entospletinib,OCIAML2,3.068895
11269,Epirubicin,OCIAML2,-2.637427
11270,Erlotinib,OCIAML2,1.994706
11271,Fludarabine,OCIAML2,0.983294
11272,Foretinib,OCIAML2,-0.082839
11273,Fulvestrant,OCIAML2,2.156881
11274,GDC0810,OCIAML2,4.282935
11275,GNE-317,OCIAML2,1.157398
11276,GSK-LSD1,OCIAML2,0.856515
11277,GSK1904529A,OCIAML2,3.306174
11278,GSK2110183B,OCIAML2,3.075642
11279,GSK2578215A,OCIAML2,3.584326
11280,GSK2606414,OCIAML2,3.066116
11281,GSK2801,OCIAML2,2.856182
11282,GSK343,OCIAML2,1.830871
11283,GSK591,OCIAML2,2.833153
11284,GW441756,OCIAML2,2.419899
11285,Gallibiscoquinazole,OCIAML2,0.986448
11286,Gefitinib,OCIAML2,2.639959
11287,Gemcitabine,OCIAML2,-5.221226
11288,I-BET-762,OCIAML2,-0.153765
11289,I-BRD9,OCIAML2,2.367339
11290,ICL-SIRT078,OCIAML2,3.477782
11291,IWP-2,OCIAML2,1.065599
11292,Ipatasertib,OCIAML2,3.392615
11293,Irinotecan,OCIAML2,0.182441
11294,JNK Inhibitor VIII,OCIAML2,3.658672
11295,JQ1,OCIAML2,-2.366149
11296,KRAS (G12C) Inhibitor-12,OCIAML2,1.634796
11297,KU-55933,OCIAML2,3.450832
11298,L-Oxonoreleagnine,OCIAML2,2.987881
11299,LCL161,OCIAML2,3.419944
11300,LGK974,OCIAML2,2.408547
11301,LMP744,OCIAML2,-3.080422
11302,LY2109761,OCIAML2,4.285591
11303,Lapatinib,OCIAML2,2.783307
11304,Leflunomide,OCIAML2,4.218775
11305,Lenalidomide,OCIAML2,3.807319
11306,Lestaurtinib,OCIAML2,-3.842946
11307,Linsitinib,OCIAML2,2.818494
11308,Luminespib,OCIAML2,-4.679717
11309,MG-132,OCIAML2,-1.811325
11310,MIM1,OCIAML2,3.029292
11311,MIRA-1,OCIAML2,3.59453
11312,MK-1775,OCIAML2,-1.104151
11313,MK-8776,OCIAML2,0.590453
11314,ML323,OCIAML2,3.274653
11315,MN-64,OCIAML2,3.909625
11316,Mirin,OCIAML2,3.658011
11317,Mitoxantrone,OCIAML2,-2.510166
11318,Mycophenolic acid,OCIAML2,-0.320648
11319,N-acetyl cysteine,OCIAML2,9.546281
11320,NU7441,OCIAML2,0.891821
11321,NVP-ADW742,OCIAML2,3.589419
11322,Navitoclax,OCIAML2,-2.648851
11323,Nelarabine,OCIAML2,4.972088
11324,Nilotinib,OCIAML2,1.676241
11325,Niraparib,OCIAML2,1.852763
11326,Nutlin-3a (-),OCIAML2,0.181459
11327,OF-1,OCIAML2,2.957075
11328,OSI-027,OCIAML2,0.84333
11329,OTX015,OCIAML2,-1.794479
11330,Obatoclax Mesylate,OCIAML2,0.11936
11331,Olaparib,OCIAML2,1.778299
11332,Osimertinib,OCIAML2,1.528427
11333,Oxaliplatin,OCIAML2,1.360764
11334,P22077,OCIAML2,2.416843
11335,PCI-34051,OCIAML2,3.085155
11336,PD0325901,OCIAML2,-5.954631
11337,PD173074,OCIAML2,1.550062
11338,PFI-1,OCIAML2,1.932483
11339,PLX-4720,OCIAML2,3.559063
11340,POMHEX,OCIAML2,-1.065584
11341,PRT062607,OCIAML2,1.744658
11342,Paclitaxel,OCIAML2,-4.999136
11343,Palbociclib,OCIAML2,0.234203
11344,Pevonedistat,OCIAML2,-2.143446
11345,Picolinici-acid,OCIAML2,3.891834
11346,Pictilisib,OCIAML2,1.586867
11347,Podophyllotoxin bromide,OCIAML2,-1.57911
11348,Pyridostatin,OCIAML2,2.966556
11349,RO-3306,OCIAML2,1.600596
11350,RVX-208,OCIAML2,3.228571
11351,Rapamycin,OCIAML2,-1.66867
11352,Refametinib,OCIAML2,-4.918293
11353,Ribociclib,OCIAML2,2.773485
11354,Romidepsin,OCIAML2,-5.118116
11355,Rucaparib,OCIAML2,1.810686
11356,Ruxolitinib,OCIAML2,2.844178
11357,SB216763,OCIAML2,4.283793
11358,SB590885,OCIAML2,1.771986
11359,SCH772984,OCIAML2,-2.947088
11360,SGC-CBP30,OCIAML2,2.906567
11361,SGC0946,OCIAML2,1.286388
11362,SN-38,OCIAML2,-6.432805
11363,Sabutoclax,OCIAML2,-1.066196
11364,Sapitinib,OCIAML2,3.697036
11365,Savolitinib,OCIAML2,1.315518
11366,Schweinfurthin A,OCIAML2,-2.569175
11367,Selumetinib,OCIAML2,-3.329954
11368,Serdemetan,OCIAML2,1.19757
11369,Sinularin,OCIAML2,2.940328
11370,Sorafenib,OCIAML2,0.752386
11371,Staurosporine,OCIAML2,-6.18729
11372,Talazoparib,OCIAML2,-0.582866
11373,Tamoxifen,OCIAML2,2.810409
11374,Tanespimycin,OCIAML2,-2.785293
11375,Taselisib,OCIAML2,2.343696
11376,Telomerase Inhibitor IX,OCIAML2,-0.943863
11377,Temozolomide,OCIAML2,3.647879
11378,Temsirolimus,OCIAML2,0.093741
11379,Teniposide,OCIAML2,-2.603215
11380,Trametinib,OCIAML2,-7.777173
11381,UMI-77,OCIAML2,1.818642
11382,UNC0379,OCIAML2,1.162657
11383,UNC0638,OCIAML2,0.621612
11384,Ulixertinib,OCIAML2,-0.557005
11385,Uprosertib,OCIAML2,2.27774
11386,VE-822,OCIAML2,1.139383
11387,VE821,OCIAML2,1.662576
11388,VX-11e,OCIAML2,-0.799419
11389,Veliparib,OCIAML2,2.971933
11390,Venetoclax,OCIAML2,-5.096418
11391,Vinblastine,OCIAML2,-6.281977
11392,Vincristine,OCIAML2,-4.095721
11393,Vinorelbine,OCIAML2,-4.917201
11394,Vismodegib,OCIAML2,3.620657
11395,Vorinostat,OCIAML2,0.469944
11396,WEHI-539,OCIAML2,3.736822
11397,WIKI4,OCIAML2,2.484958
11398,WZ4003,OCIAML2,2.498657
11399,Wee1 Inhibitor,OCIAML2,0.615364
11400,Wnt-C59,OCIAML2,2.791024
11401,YK-4-279,OCIAML2,0.568227
11402,alpha-lipoic acid,OCIAML2,5.078463
11403,glutathione,OCIAML2,8.618277
11404,5-Fluorouracil,SU8686,7.179846
11405,A-366,SU8686,6.369467
11406,AGI-5198,SU8686,5.018076
11407,AGI-6780,SU8686,6.228181
11408,AGK2,SU8686,4.565088
11409,AMG-319,SU8686,6.415
11410,AT13148,SU8686,6.848369
11411,AZ6102,SU8686,3.782328
11412,AZ960,SU8686,4.509169
11413,AZD1208,SU8686,6.833268
11414,AZD1332,SU8686,5.771454
11415,AZD2014,SU8686,4.923873
11416,AZD3759,SU8686,2.589466
11417,AZD5153,SU8686,6.618822
11418,AZD5363,SU8686,4.859215
11419,AZD5438,SU8686,4.315982
11420,AZD5582,SU8686,5.165483
11421,AZD5991,SU8686,6.830383
11422,AZD6738,SU8686,3.362966
11423,AZD8055,SU8686,1.246784
11424,AZD8186,SU8686,2.695609
11425,Acetalax,SU8686,3.61841
11426,Afatinib,SU8686,3.82746
11427,Afuresertib,SU8686,4.465285
11428,Alisertib,SU8686,5.549599
11429,Alpelisib,SU8686,4.80264
11430,Avagacestat,SU8686,5.174426
11431,Axitinib,SU8686,4.62386
11432,BI-2536,SU8686,2.345909
11433,BMS-345541,SU8686,6.112263
11434,BMS-536924,SU8686,2.65748
11435,BMS-754807,SU8686,4.108788
11436,Bleomycin,SU8686,3.901637
11437,Bortezomib,SU8686,-3.42363
11438,Bosutinib,SU8686,1.899875
11439,Bromosporine,SU8686,5.138186
11440,Buparlisib,SU8686,2.325676
11441,CCT007093,SU8686,6.858403
11442,CPI-637,SU8686,6.843043
11443,CZC24832,SU8686,5.900093
11444,Camptothecin,SU8686,1.42072
11445,Cediranib,SU8686,3.070956
11446,Crizotinib,SU8686,5.924629
11447,Cyclophosphamide,SU8686,4.705564
11448,Cytarabine,SU8686,5.187567
11449,Dabrafenib,SU8686,6.33284
11450,Dacarbazine,SU8686,5.747515
11451,Dactinomycin,SU8686,-2.714394
11452,Dactolisib,SU8686,0.915061
11453,Dasatinib,SU8686,0.560099
11454,Dihydrorotenone,SU8686,-0.862712
11455,Dinaciclib,SU8686,0.010712
11456,Docetaxel,SU8686,0.205905
11457,Doramapimod,SU8686,6.146516
11458,EHT-1864,SU8686,5.209536
11459,EPZ004777,SU8686,5.854653
11460,EPZ5676,SU8686,7.300837
11461,Elephantin,SU8686,5.280891
11462,Entinostat,SU8686,5.889773
11463,Entospletinib,SU8686,4.382505
11464,Epirubicin,SU8686,1.181357
11465,Erlotinib,SU8686,2.988613
11466,Fludarabine,SU8686,5.861577
11467,Foretinib,SU8686,3.167988
11468,Fulvestrant,SU8686,4.698011
11469,GDC0810,SU8686,6.057763
11470,GNE-317,SU8686,2.29213
11471,GSK-LSD1,SU8686,4.460714
11472,GSK1904529A,SU8686,5.788926
11473,GSK2110183B,SU8686,5.648525
11474,GSK2578215A,SU8686,5.969546
11475,GSK2606414,SU8686,4.536342
11476,GSK2801,SU8686,6.386344
11477,GSK343,SU8686,5.666743
11478,GSK591,SU8686,5.348413
11479,GW441756,SU8686,4.220975
11480,Gallibiscoquinazole,SU8686,3.00247
11481,Gefitinib,SU8686,4.757101
11482,Gemcitabine,SU8686,2.362586
11483,I-BET-762,SU8686,6.859776
11484,I-BRD9,SU8686,6.703918
11485,ICL-SIRT078,SU8686,6.651024
11486,IWP-2,SU8686,3.568792
11487,Ipatasertib,SU8686,4.722031
11488,Irinotecan,SU8686,6.173199
11489,JNK Inhibitor VIII,SU8686,5.75326
11490,JQ1,SU8686,6.383836
11491,KRAS (G12C) Inhibitor-12,SU8686,5.697279
11492,KU-55933,SU8686,6.811946
11493,L-Oxonoreleagnine,SU8686,4.596967
