,drug,cell_line,IC50
24279,SGC-CBP30,SCC4,4.184523
24280,SGC0946,SCC4,2.973371
24281,SN-38,SCC4,-3.140923
24282,Sabutoclax,SCC4,-0.310939
24283,Sapitinib,SCC4,3.43783
24284,Savolitinib,SCC4,2.69911
24285,Schweinfurthin A,SCC4,1.631921
24286,Selumetinib,SCC4,2.247636
24287,Sepantronium bromide,SCC4,-3.873592
24288,Serdemetan,SCC4,3.646915
24289,Staurosporine,SCC4,-3.291789
24290,TW 37,SCC4,3.105629
24291,Talazoparib,SCC4,4.996747
24292,Tamoxifen,SCC4,4.110803
24293,Tanespimycin,SCC4,-1.372179
24294,Taselisib,SCC4,0.569093
24295,Temozolomide,SCC4,6.810769
24296,Temsirolimus,SCC4,0.159798
24297,Teniposide,SCC4,2.374208
24298,Topotecan,SCC4,0.581515
24299,Trametinib,SCC4,0.082176
24300,UMI-77,SCC4,2.841366
24301,UNC0379,SCC4,5.364509
24302,UNC0638,SCC4,5.074049
24303,Ulixertinib,SCC4,2.622233
24304,Uprosertib,SCC4,3.355204
24305,VE-822,SCC4,3.987239
24306,VE821,SCC4,5.585058
24307,VX-11e,SCC4,3.368059
24308,Veliparib,SCC4,5.319293
24309,Venetoclax,SCC4,3.580981
24310,Vinblastine,SCC4,-3.699198
24311,Vincristine,SCC4,-1.982717
24312,Vismodegib,SCC4,5.867058
24313,Vorinostat,SCC4,1.951284
24314,WEHI-539,SCC4,3.146922
24315,WIKI4,SCC4,4.933581
24316,WZ4003,SCC4,4.049586
24317,Wee1 Inhibitor,SCC4,4.062308
24318,Wnt-C59,SCC4,5.010693
24319,XAV939,SCC4,3.488592
24320,YK-4-279,SCC4,2.846639
24321,ZM447439,SCC4,1.548432
24322,Zoledronate,SCC4,4.356949
24323,alpha-lipoic acid,SCC4,6.846664
24324,glutathione,SCC4,9.043141
24325,5-azacytidine,RT4,2.646001
24326,A-366,RT4,3.311938
24327,ABT737,RT4,2.557643
24328,AGI-5198,RT4,4.282537
24329,AGI-6780,RT4,3.847557
24330,AGK2,RT4,2.200651
24331,AMG-319,RT4,5.267585
24332,AT13148,RT4,2.710519
24333,AZ6102,RT4,1.915751
24334,AZ960,RT4,2.346549
24335,AZD1208,RT4,4.943121
24336,AZD1332,RT4,1.757525
24337,AZD2014,RT4,1.046811
24338,AZD3759,RT4,2.683474
24339,AZD4547,RT4,0.578222
24340,AZD5153,RT4,0.554172
24341,AZD5438,RT4,1.885395
24342,AZD5991,RT4,4.057975
24343,AZD7762,RT4,1.32333
24344,Acetalax,RT4,4.073437
24345,Afatinib,RT4,2.256439
24346,Afuresertib,RT4,4.878557
24347,Alisertib,RT4,1.21746
24348,Alpelisib,RT4,4.535279
24349,Avagacestat,RT4,5.01878
24350,Axitinib,RT4,1.539475
24351,BI-2536,RT4,-0.234787
24352,BIBR-1532,RT4,5.462466
24353,BMS-345541,RT4,3.805342
24354,BMS-536924,RT4,2.043323
24355,BMS-754807,RT4,3.848805
24356,Bleomycin,RT4,1.644963
24357,Bleomycin (50 uM),RT4,1.095013
24358,Bosutinib,RT4,3.949
24359,Bromosporine,RT4,2.924037
24360,Buparlisib,RT4,1.595353
24361,CCT007093,RT4,4.206245
24362,CPI-637,RT4,4.163357
24363,CZC24832,RT4,5.016867
24364,Camptothecin,RT4,-2.962875
24365,Carmustine,RT4,6.148394
24366,Cediranib,RT4,1.718394
24367,Cisplatin,RT4,2.851499
24368,Crizotinib,RT4,2.968177
24369,Cyclophosphamide,RT4,5.299524
24370,Cytarabine,RT4,2.216674
24371,Dabrafenib,RT4,4.901193
24372,Dacarbazine,RT4,4.828349
24373,Dactinomycin,RT4,-2.98919
24374,Dactolisib,RT4,-2.563501
24375,Dasatinib,RT4,1.983986
24376,Dihydrorotenone,RT4,-0.531268
24377,Dinaciclib,RT4,-3.118573
24378,Docetaxel,RT4,-1.353437
24379,Doramapimod,RT4,4.810774
24380,EPZ004777,RT4,4.456755
24381,EPZ5676,RT4,5.799869
24382,Elephantin,RT4,5.628019
24383,Entinostat,RT4,4.593753
24384,Entospletinib,RT4,3.876562
24385,Epirubicin,RT4,-0.599399
24386,Erlotinib,RT4,2.147245
24387,Fludarabine,RT4,6.033274
24388,Foretinib,RT4,0.681979
24389,GDC0810,RT4,5.549324
24390,GNE-317,RT4,2.128135
24391,GSK-LSD1,RT4,2.237388
24392,GSK1904529A,RT4,3.869956
24393,GSK2110183B,RT4,4.139444
24394,GSK2578215A,RT4,4.975621
24395,GSK2606414,RT4,4.595291
24396,GSK2830371,RT4,4.558029
24397,GSK343,RT4,3.244523
24398,GSK591,RT4,4.706622
24399,GW441756,RT4,1.907258
24400,Gallibiscoquinazole,RT4,3.174784
24401,Gefitinib,RT4,2.299787
24402,Gemcitabine,RT4,-4.388498
24403,I-BET-762,RT4,4.199082
24404,I-BRD9,RT4,3.750981
24405,IWP-2,RT4,3.223945
24406,Ibrutinib,RT4,4.470708
24407,Ipatasertib,RT4,5.558438
24408,Irinotecan,RT4,2.691732
24409,JNK Inhibitor VIII,RT4,5.201392
24410,JQ1,RT4,3.218928
24411,KRAS (G12C) Inhibitor-12,RT4,3.629797
24412,L-Oxonoreleagnine,RT4,4.083882
24413,LCL161,RT4,5.234383
24414,LGK974,RT4,2.715603
24415,LJI308,RT4,5.94001
24416,LMP744,RT4,0.997746
24417,LY2109761,RT4,4.987095
24418,Lapatinib,RT4,3.244776
24419,Leflunomide,RT4,4.652381
24420,Lenalidomide,RT4,5.556441
24421,Lestaurtinib,RT4,1.207394
24422,Linsitinib,RT4,4.831439
24423,Luminespib,RT4,1.641924
24424,MIRA-1,RT4,5.880736
24425,MK-1775,RT4,0.921368
24426,MK-2206,RT4,4.158451
24427,MK-8776,RT4,4.674143
24428,ML323,RT4,4.019871
24429,MN-64,RT4,3.259056
24430,Methotrexate,RT4,-1.807783
24431,Mirin,RT4,4.775502
24432,Mitoxantrone,RT4,-0.269894
24433,Motesanib,RT4,5.517189
24434,Mycophenolic acid,RT4,2.691779
24435,N-acetyl cysteine,RT4,9.140985
24436,NU7441,RT4,3.157454
24437,NVP-ADW742,RT4,4.263098
24438,Navitoclax,RT4,1.507487
24439,Nelarabine,RT4,6.209695
24440,Nilotinib,RT4,3.00603
24441,Niraparib,RT4,5.112482
24442,Nutlin-3a (-),RT4,2.497366
24443,OF-1,RT4,3.139184
24444,OSI-027,RT4,1.910524
24445,OTX015,RT4,3.41975
24446,Obatoclax Mesylate,RT4,0.884777
24447,Olaparib,RT4,3.474214
24448,Osimertinib,RT4,2.788761
24449,Oxaliplatin,RT4,3.627037
24450,P22077,RT4,4.550138
24451,PCI-34051,RT4,4.075548
24452,PD0325901,RT4,1.614289
24453,PD173074,RT4,1.236674
24454,PFI3,RT4,5.52703
24455,PLX-4720,RT4,4.79581
24456,POMHEX,RT4,1.918641
24457,PRIMA-1MET,RT4,5.877921
24458,PRT062607,RT4,4.248506
24459,Paclitaxel,RT4,-3.447447
24460,Palbociclib,RT4,3.558351
24461,Pevonedistat,RT4,0.856538
24462,Picolinici-acid,RT4,5.340612
24463,Pictilisib,RT4,1.885213
24464,Podophyllotoxin bromide,RT4,0.220952
24465,Pyridostatin,RT4,3.752377
24466,RO-3306,RT4,3.874951
24467,RVX-208,RT4,5.101087
24468,Rapamycin,RT4,-4.36606
24469,Refametinib,RT4,1.847339
24470,Remodelin,RT4,2.929739
24471,Ribociclib,RT4,3.21382
24472,Romidepsin,RT4,-3.173482
24473,Rucaparib,RT4,4.322681
24474,Ruxolitinib,RT4,5.263551
24475,SB216763,RT4,5.158018
24476,SB590885,RT4,3.82268
24477,SCH772984,RT4,1.288742
24478,SGC-CBP30,RT4,3.375782
24479,SGC0946,RT4,2.21138
24480,SN-38,RT4,-4.239658
24481,Sabutoclax,RT4,0.025155
24482,Sapitinib,RT4,3.855825
24483,Savolitinib,RT4,3.246783
24484,Schweinfurthin A,RT4,0.191399
24485,Selumetinib,RT4,3.05076
24486,Sepantronium bromide,RT4,-1.962386
24487,Serdemetan,RT4,4.798854
24488,Staurosporine,RT4,-1.653323
24489,Talazoparib,RT4,3.985043
24490,Tamoxifen,RT4,3.644153
24491,Tanespimycin,RT4,-2.2204
24492,Taselisib,RT4,3.248695
24493,Temozolomide,RT4,6.76361
24494,Temsirolimus,RT4,-0.542828
24495,Teniposide,RT4,1.466105
24496,Topotecan,RT4,-1.634394
24497,Trametinib,RT4,-1.01622
24498,UMI-77,RT4,5.5202
24499,UNC0379,RT4,3.361667
24500,UNC0638,RT4,4.190452
24501,Ulixertinib,RT4,2.601494
24502,Uprosertib,RT4,4.519454
24503,VE-822,RT4,3.430931
24504,VE821,RT4,5.649635
24505,VX-11e,RT4,1.654063
24506,Veliparib,RT4,4.248001
24507,Venetoclax,RT4,3.90028
24508,Vinblastine,RT4,-4.026874
24509,Vincristine,RT4,-0.579931
24510,Vismodegib,RT4,5.082203
24511,Vorinostat,RT4,2.898622
24512,WEHI-539,RT4,4.945031
24513,WIKI4,RT4,4.148272
24514,WZ4003,RT4,5.527053
24515,Wee1 Inhibitor,RT4,2.620885
24516,Wnt-C59,RT4,4.285694
24517,XAV939,RT4,4.221068
24518,YK-4-279,RT4,3.619013
24519,ZM447439,RT4,1.998516
24520,Zoledronate,RT4,3.777197
24521,alpha-lipoic acid,RT4,7.014741
24522,glutathione,RT4,8.714881
24523,5-azacytidine,DANG,4.672381
24524,A-366,DANG,5.178118
24525,ABT737,DANG,2.463937
24526,AGI-5198,DANG,4.605678
24527,AGI-6780,DANG,4.005412
24528,AGK2,DANG,3.755742
24529,AMG-319,DANG,3.671477
24530,AT13148,DANG,4.264046
24531,AZ6102,DANG,2.213227
24532,AZ960,DANG,1.546062
24533,AZD1208,DANG,5.591854
24534,AZD1332,DANG,2.761957
24535,AZD2014,DANG,0.263577
24536,AZD3759,DANG,2.573892
24537,AZD4547,DANG,3.550042
24538,AZD5153,DANG,2.44293
24539,AZD5438,DANG,2.088767
24540,AZD5991,DANG,5.717808
24541,AZD7762,DANG,-0.461532
24542,Acetalax,DANG,4.047693
24543,Afatinib,DANG,1.14949
24544,Afuresertib,DANG,2.563194
24545,Alisertib,DANG,1.988983
24546,Alpelisib,DANG,2.114493
24547,Avagacestat,DANG,4.473677
24548,Axitinib,DANG,3.980252
24549,BI-2536,DANG,-0.761888
24550,BIBR-1532,DANG,4.83095
24551,BMS-345541,DANG,2.846229
24552,BMS-536924,DANG,1.423378
24553,BMS-754807,DANG,1.006795
24554,Bleomycin,DANG,3.325258
24555,Bleomycin (50 uM),DANG,2.488489
24556,Bosutinib,DANG,2.013132
24557,Bromosporine,DANG,3.220822
24558,Buparlisib,DANG,0.275195
24559,CCT007093,DANG,5.545061
24560,CPI-637,DANG,5.729682
24561,CZC24832,DANG,4.817931
24562,Camptothecin,DANG,-1.922767
24563,Carmustine,DANG,6.821866
24564,Cediranib,DANG,2.309055
24565,Cisplatin,DANG,4.739242
24566,Crizotinib,DANG,3.80681
24567,Cyclophosphamide,DANG,5.505265
24568,Cytarabine,DANG,0.383685
24569,Dabrafenib,DANG,4.651675
24570,Dacarbazine,DANG,6.407532
24571,Dactinomycin,DANG,-4.044352
24572,Dactolisib,DANG,-4.330304
24573,Dasatinib,DANG,0.683572
24574,Dihydrorotenone,DANG,2.451643
24575,Dinaciclib,DANG,-3.668762
24576,Docetaxel,DANG,-2.666601
24577,Doramapimod,DANG,5.666502
24578,EPZ004777,DANG,5.494559
24579,EPZ5676,DANG,5.231991
24580,Elephantin,DANG,4.413189
24581,Entinostat,DANG,1.917787
24582,Entospletinib,DANG,3.415887
24583,Epirubicin,DANG,-1.290977
24584,Erlotinib,DANG,3.069853
24585,Fludarabine,DANG,4.561682
24586,Foretinib,DANG,0.391354
24587,GDC0810,DANG,4.196166
24588,GNE-317,DANG,-1.720732
24589,GSK-LSD1,DANG,3.121062
24590,GSK1904529A,DANG,3.357016
24591,GSK2110183B,DANG,3.984279
24592,GSK2578215A,DANG,5.69747
24593,GSK2606414,DANG,2.942596
24594,GSK2830371,DANG,5.638126
24595,GSK343,DANG,2.953591
24596,GSK591,DANG,4.053045
24597,GW441756,DANG,2.831061
24598,Gallibiscoquinazole,DANG,2.720715
24599,Gefitinib,DANG,2.799742
24600,Gemcitabine,DANG,-2.543384
24601,I-BET-762,DANG,3.845119
24602,I-BRD9,DANG,5.707319
24603,IWP-2,DANG,2.853208
24604,Ibrutinib,DANG,5.63167
24605,Ipatasertib,DANG,2.703644
24606,Irinotecan,DANG,4.236135
24607,JNK Inhibitor VIII,DANG,5.465197
24608,JQ1,DANG,2.409565
24609,KRAS (G12C) Inhibitor-12,DANG,5.29054
24610,L-Oxonoreleagnine,DANG,4.14216
24611,LCL161,DANG,5.5358
24612,LGK974,DANG,4.653067
24613,LJI308,DANG,4.55168
24614,LMP744,DANG,-0.873078
24615,LY2109761,DANG,5.243608
24616,Lapatinib,DANG,2.766712
24617,Leflunomide,DANG,5.320585
24618,Lenalidomide,DANG,4.91155
24619,Lestaurtinib,DANG,0.722597
24620,Linsitinib,DANG,3.704702
24621,Luminespib,DANG,-2.773973
24622,MIRA-1,DANG,5.343808
24623,MK-1775,DANG,-0.23347
24624,MK-2206,DANG,1.849281
24625,MK-8776,DANG,2.716966
24626,ML323,DANG,4.686737
24627,MN-64,DANG,4.348547
24628,Methotrexate,DANG,-3.180575
24629,Mirin,DANG,5.81602
24630,Mitoxantrone,DANG,0.964118
24631,Motesanib,DANG,5.218928
24632,Mycophenolic acid,DANG,2.258095
24633,N-acetyl cysteine,DANG,10.269427
24634,NU7441,DANG,3.189159
24635,NVP-ADW742,DANG,2.04192
24636,Navitoclax,DANG,2.076053
24637,Nelarabine,DANG,6.40391
24638,Nilotinib,DANG,4.246033
24639,Niraparib,DANG,5.0464
24640,Nutlin-3a (-),DANG,5.485584
24641,OF-1,DANG,4.102662
24642,OSI-027,DANG,0.312859
24643,OTX015,DANG,4.473332
24644,Obatoclax Mesylate,DANG,0.973366
24645,Olaparib,DANG,4.9173
24646,Osimertinib,DANG,2.246291
24647,Oxaliplatin,DANG,5.148625
24648,P22077,DANG,4.550731
24649,PCI-34051,DANG,4.95724
24650,PD0325901,DANG,0.260593
24651,PD173074,DANG,3.616368
24652,PFI3,DANG,5.623103
24653,PLX-4720,DANG,4.089685
24654,POMHEX,DANG,2.087464
24655,PRIMA-1MET,DANG,6.366034
24656,PRT062607,DANG,3.381401
24657,Paclitaxel,DANG,-4.540002
24658,Palbociclib,DANG,4.086271
24659,Pevonedistat,DANG,1.524647
24660,Picolinici-acid,DANG,4.969949
24661,Pictilisib,DANG,0.244484
24662,Podophyllotoxin bromide,DANG,0.506023
24663,Pyridostatin,DANG,2.923939
24664,RO-3306,DANG,4.203414
24665,RVX-208,DANG,4.976976
24666,Rapamycin,DANG,-3.533608
24667,Refametinib,DANG,0.34555
24668,Remodelin,DANG,5.417775
24669,Ribociclib,DANG,3.945379
24670,Romidepsin,DANG,-6.002657
24671,Rucaparib,DANG,4.163942
24672,Ruxolitinib,DANG,5.207603
24673,SB216763,DANG,4.720026
24674,SB590885,DANG,3.380974
24675,SCH772984,DANG,1.936178
24676,SGC-CBP30,DANG,3.464898
24677,SGC0946,DANG,1.070672
24678,SN-38,DANG,-2.705952
24679,Sabutoclax,DANG,0.662955
24680,Sapitinib,DANG,2.72897
24681,Savolitinib,DANG,3.201171
24682,Schweinfurthin A,DANG,0.118754
24683,Selumetinib,DANG,3.18347
24684,Sepantronium bromide,DANG,-3.733861
24685,Serdemetan,DANG,2.745386
24686,Staurosporine,DANG,-3.888103
24687,Talazoparib,DANG,3.90412
24688,Tamoxifen,DANG,3.450263
24689,Tanespimycin,DANG,-0.926386
24690,Taselisib,DANG,-0.044081
24691,Temozolomide,DANG,5.958802
24692,Teniposide,DANG,1.525771
24693,Topotecan,DANG,0.538837
24694,Trametinib,DANG,-0.073303
24695,UMI-77,DANG,2.325709
24696,UNC0379,DANG,2.130951
24697,UNC0638,DANG,3.647183
24698,Ulixertinib,DANG,2.186981
24699,Uprosertib,DANG,2.200265
24700,VE-822,DANG,2.643318
24701,VE821,DANG,3.760469
24702,VX-11e,DANG,1.110873
24703,Veliparib,DANG,5.508559
24704,Venetoclax,DANG,3.554659
24705,Vinblastine,DANG,-2.15472
24706,Vincristine,DANG,1.106411
24707,Vismodegib,DANG,4.880317
24708,Vorinostat,DANG,1.049077
24709,WEHI-539,DANG,5.1433
24710,WIKI4,DANG,3.686019
24711,WZ4003,DANG,3.862965
24712,Wee1 Inhibitor,DANG,1.72747
24713,Wnt-C59,DANG,3.959138
24714,XAV939,DANG,4.5168
24715,YK-4-279,DANG,3.126018
24716,ZM447439,DANG,1.722899
24717,Zoledronate,DANG,3.528533
24718,alpha-lipoic acid,DANG,8.075554
24719,glutathione,DANG,9.227009
24720,5-azacytidine,DKMG,5.73451
24721,A-366,DKMG,5.874942
24722,ABT737,DKMG,2.08023
24723,AGI-5198,DKMG,4.84652
24724,AGI-6780,DKMG,5.121832
24725,AGK2,DKMG,3.563375
24726,AMG-319,DKMG,4.682355
24727,AT13148,DKMG,3.010079
24728,AZ6102,DKMG,2.725494
24729,AZ960,DKMG,1.180029
24730,AZD1208,DKMG,5.782296
24731,AZD1332,DKMG,3.103552
24732,AZD2014,DKMG,2.349521
24733,AZD3759,DKMG,2.764956
24734,AZD4547,DKMG,4.317221
24735,AZD5153,DKMG,0.861694
24736,AZD5438,DKMG,3.314801
24737,AZD5991,DKMG,5.40232
24738,AZD7762,DKMG,1.104738
24739,Acetalax,DKMG,6.737815
24740,Afatinib,DKMG,1.814273
24741,Afuresertib,DKMG,2.683312
24742,Alisertib,DKMG,2.062862
24743,Alpelisib,DKMG,4.771892
24744,Avagacestat,DKMG,7.143534
24745,Axitinib,DKMG,1.76549
24746,BI-2536,DKMG,1.157676
24747,BIBR-1532,DKMG,5.872475
24748,BMS-345541,DKMG,5.387168
24749,BMS-536924,DKMG,2.773177
24750,BMS-754807,DKMG,1.659413
24751,Bleomycin,DKMG,0.267052
24752,Bleomycin (50 uM),DKMG,1.136993
24753,Bosutinib,DKMG,4.809947
24754,Bromosporine,DKMG,2.078741
24755,Buparlisib,DKMG,1.513615
24756,CCT007093,DKMG,5.603151
24757,CPI-637,DKMG,6.378396
24758,CZC24832,DKMG,5.722008
24759,Camptothecin,DKMG,1.002262
24760,Carmustine,DKMG,7.421574
24761,Cediranib,DKMG,0.929459
24762,Cisplatin,DKMG,6.228567
24763,Crizotinib,DKMG,1.77025
24764,Cyclophosphamide,DKMG,5.669588
24765,Cytarabine,DKMG,4.110496
24766,Dabrafenib,DKMG,6.229809
24767,Dacarbazine,DKMG,6.371375
24768,Dactinomycin,DKMG,-2.274683
24769,Dactolisib,DKMG,-0.587457
24770,Dasatinib,DKMG,0.406563
24771,Dihydrorotenone,DKMG,3.747245
24772,Dinaciclib,DKMG,-1.856059
24773,Docetaxel,DKMG,-2.185484
24774,Doramapimod,DKMG,6.266566
24775,EPZ004777,DKMG,5.989434
24776,EPZ5676,DKMG,6.807617
24777,Elephantin,DKMG,4.394185
24778,Entinostat,DKMG,1.895497
24779,Entospletinib,DKMG,4.48854
24780,Epirubicin,DKMG,0.129299
24781,Erlotinib,DKMG,3.032728
24782,Fludarabine,DKMG,4.81464
24783,Foretinib,DKMG,-1.203817
24784,GDC0810,DKMG,5.131394
24785,GNE-317,DKMG,1.18251
24786,GSK-LSD1,DKMG,3.011098
24787,GSK1904529A,DKMG,4.71426
24788,GSK2110183B,DKMG,4.599432
24789,GSK2578215A,DKMG,5.252934
24790,GSK2606414,DKMG,3.048745
24791,GSK2830371,DKMG,6.212437
24792,GSK343,DKMG,3.699749
24793,GSK591,DKMG,4.86203
24794,GW441756,DKMG,2.88963
24795,Gallibiscoquinazole,DKMG,3.572313
24796,Gefitinib,DKMG,4.644936
24797,Gemcitabine,DKMG,2.730484
24798,I-BET-762,DKMG,2.743189
24799,I-BRD9,DKMG,5.510108
24800,IWP-2,DKMG,3.937885
24801,Ibrutinib,DKMG,6.338847
24802,Ipatasertib,DKMG,3.158066
24803,Irinotecan,DKMG,5.601552
24804,JNK Inhibitor VIII,DKMG,5.462728
24805,JQ1,DKMG,1.991479
24806,KRAS (G12C) Inhibitor-12,DKMG,5.900449
24807,L-Oxonoreleagnine,DKMG,3.716228
24808,LCL161,DKMG,5.989705
24809,LGK974,DKMG,4.096942
24810,LJI308,DKMG,6.05612
24811,LMP744,DKMG,2.102678
24812,LY2109761,DKMG,6.40877
24813,Lapatinib,DKMG,4.085671
24814,Leflunomide,DKMG,7.130349
24815,Lenalidomide,DKMG,5.714667
24816,Lestaurtinib,DKMG,0.365298
24817,Linsitinib,DKMG,5.831409
24818,Luminespib,DKMG,-1.150573
24819,MIRA-1,DKMG,6.441844
24820,MK-1775,DKMG,2.723784
24821,MK-2206,DKMG,2.810843
24822,MK-8776,DKMG,5.100852
24823,ML323,DKMG,6.169727
24824,MN-64,DKMG,5.240451
24825,Methotrexate,DKMG,1.794381
24826,Mirin,DKMG,6.069925
24827,Mitoxantrone,DKMG,1.302589
24828,Motesanib,DKMG,3.889937
24829,Mycophenolic acid,DKMG,3.132684
24830,N-acetyl cysteine,DKMG,11.067605
24831,NU7441,DKMG,3.137536
24832,NVP-ADW742,DKMG,3.141173
24833,Navitoclax,DKMG,3.845065
24834,Nelarabine,DKMG,6.618799
24835,Nilotinib,DKMG,2.667502
24836,Niraparib,DKMG,5.997149
24837,Nutlin-3a (-),DKMG,0.886929
24838,OF-1,DKMG,6.275946
24839,OSI-027,DKMG,4.959711
24840,OTX015,DKMG,1.56492
24841,Obatoclax Mesylate,DKMG,-0.064563
24842,Olaparib,DKMG,4.834599
24843,Osimertinib,DKMG,1.3121
24844,Oxaliplatin,DKMG,6.685332
24845,P22077,DKMG,4.285501
24846,PCI-34051,DKMG,5.378721
24847,PD0325901,DKMG,0.974023
24848,PD173074,DKMG,2.849886
24849,PFI3,DKMG,6.410507
24850,PLX-4720,DKMG,4.672203
24851,POMHEX,DKMG,3.186336
24852,PRIMA-1MET,DKMG,5.97697
24853,PRT062607,DKMG,5.224307
24854,Paclitaxel,DKMG,0.237212
24855,Palbociclib,DKMG,3.763462
24856,Pevonedistat,DKMG,1.180954
24857,Picolinici-acid,DKMG,5.919457
24858,Pictilisib,DKMG,1.936918
24859,Podophyllotoxin bromide,DKMG,-0.296178
24860,Pyridostatin,DKMG,2.890912
24861,RO-3306,DKMG,5.400964
24862,RVX-208,DKMG,5.370652
24863,Rapamycin,DKMG,-2.149702
24864,Refametinib,DKMG,0.373216
24865,Remodelin,DKMG,6.066095
24866,Ribociclib,DKMG,2.846468
24867,Romidepsin,DKMG,-5.25537
24868,Rucaparib,DKMG,4.95079
24869,Ruxolitinib,DKMG,5.101041
24870,SB216763,DKMG,5.6307
24871,SB590885,DKMG,5.726238
24872,SCH772984,DKMG,1.792401
24873,SGC-CBP30,DKMG,5.474633
24874,SGC0946,DKMG,2.605112
24875,SN-38,DKMG,3.710726
24876,Sabutoclax,DKMG,-0.559172
24877,Sapitinib,DKMG,3.942693
24878,Savolitinib,DKMG,0.561408
24879,Schweinfurthin A,DKMG,2.050422
24880,Selumetinib,DKMG,4.189349
24881,Sepantronium bromide,DKMG,-3.040617
24882,Serdemetan,DKMG,4.397297
24883,Staurosporine,DKMG,-5.139129
24884,Talazoparib,DKMG,4.318572
24885,Tamoxifen,DKMG,4.215846
24886,Tanespimycin,DKMG,-0.167663
24887,Taselisib,DKMG,2.871058
24888,Temozolomide,DKMG,7.389938
24889,Temsirolimus,DKMG,0.007138
24890,Teniposide,DKMG,2.250894
24891,Topotecan,DKMG,2.856673
24892,Trametinib,DKMG,-1.466215
24893,UMI-77,DKMG,2.140785
24894,UNC0379,DKMG,5.608153
24895,UNC0638,DKMG,5.675773
24896,Ulixertinib,DKMG,2.557752
24897,Uprosertib,DKMG,2.554952
24898,VE-822,DKMG,5.520627
24899,VE821,DKMG,5.7496
24900,VX-11e,DKMG,1.737152
24901,Veliparib,DKMG,5.911769
24902,Venetoclax,DKMG,1.875678
24903,Vinblastine,DKMG,-1.989051
24904,Vincristine,DKMG,-1.029011
24905,Vismodegib,DKMG,6.330923
24906,Vorinostat,DKMG,2.165681
24907,WEHI-539,DKMG,3.957373
24908,WIKI4,DKMG,3.116873
24909,WZ4003,DKMG,4.926809
24910,Wee1 Inhibitor,DKMG,4.025846
24911,Wnt-C59,DKMG,6.148349
24912,XAV939,DKMG,4.905984
24913,YK-4-279,DKMG,3.423648
24914,ZM447439,DKMG,2.705906
24915,Zoledronate,DKMG,4.566432
24916,alpha-lipoic acid,DKMG,8.591686
24917,glutathione,DKMG,10.421055
24918,5-azacytidine,BL41,0.071985
24919,A-366,BL41,3.450847
24920,ABT737,BL41,1.972093
24921,AGI-5198,BL41,3.616971
24922,AGI-6780,BL41,2.724319
24923,AGK2,BL41,1.849967
24924,AMG-319,BL41,3.279692
24925,AT13148,BL41,2.377672
24926,AZ6102,BL41,1.622917
24927,AZ960,BL41,-0.497188
24928,AZD1208,BL41,3.730615
24929,AZD1332,BL41,3.395481
24930,AZD2014,BL41,1.489005
24931,AZD3759,BL41,1.124053
24932,AZD4547,BL41,2.048573
24933,AZD5153,BL41,-3.283615
24934,AZD5438,BL41,-0.550846
24935,AZD5991,BL41,-2.80781
24936,AZD7762,BL41,-1.649905
24937,Acetalax,BL41,4.518274
24938,Afatinib,BL41,1.058108
24939,Afuresertib,BL41,1.638204
24940,Alisertib,BL41,-3.039382
24941,Alpelisib,BL41,2.733131
24942,Avagacestat,BL41,3.757793
24943,Axitinib,BL41,0.054841
24944,BI-2536,BL41,-5.008033
24945,BIBR-1532,BL41,3.071943
24946,BMS-345541,BL41,1.765098
24947,BMS-536924,BL41,1.828523
24948,BMS-754807,BL41,0.612124
24949,Bleomycin,BL41,1.658074
24950,Bleomycin (50 uM),BL41,1.906591
24951,Bosutinib,BL41,1.6224
24952,Bromosporine,BL41,0.13423
24953,Buparlisib,BL41,0.612105
24954,CCT007093,BL41,3.729391
24955,CPI-637,BL41,0.509699
24956,CZC24832,BL41,3.730607
24957,Camptothecin,BL41,-4.314905
24958,Carmustine,BL41,4.826532
24959,Cediranib,BL41,0.370822
24960,Cisplatin,BL41,1.002684
24961,Crizotinib,BL41,0.688267
24962,Cyclophosphamide,BL41,3.729208
24963,Cytarabine,BL41,-0.433832
24964,Dabrafenib,BL41,2.655615
24965,Dacarbazine,BL41,4.413675
24966,Dactinomycin,BL41,-5.224652
24967,Dactolisib,BL41,-1.149306
24968,Dasatinib,BL41,1.190875
24969,Dihydrorotenone,BL41,0.238579
24970,Dinaciclib,BL41,-4.017044
24971,Docetaxel,BL41,-6.500846
24972,Doramapimod,BL41,3.730177
24973,EPZ004777,BL41,3.751606
24974,EPZ5676,BL41,3.860762
24975,Elephantin,BL41,1.314942
24976,Entinostat,BL41,0.304782
24977,Entospletinib,BL41,2.827396
24978,Epirubicin,BL41,-3.620521
24979,Erlotinib,BL41,2.150585
24980,Fludarabine,BL41,2.766364
24981,Foretinib,BL41,0.345601
24982,GDC0810,BL41,2.60492
24983,GNE-317,BL41,0.386907
24984,GSK-LSD1,BL41,1.42247
24985,GSK1904529A,BL41,2.830502
24986,GSK2110183B,BL41,2.509724
24987,GSK2578215A,BL41,3.328283
24988,GSK2606414,BL41,2.805345
24989,GSK2830371,BL41,3.717189
24990,GSK343,BL41,1.460881
24991,GSK591,BL41,-1.796942
24992,GW441756,BL41,1.927532
24993,Gallibiscoquinazole,BL41,0.862774
24994,Gefitinib,BL41,2.121183
24995,Gemcitabine,BL41,-4.303825
24996,I-BET-762,BL41,0.322853
24997,I-BRD9,BL41,2.801797
24998,IWP-2,BL41,1.426598
