,drug,cell_line,IC50
17140,Gemcitabine,CAL62,-2.972516
17141,I-BET-762,CAL62,1.721989
17142,I-BRD9,CAL62,2.732197
17143,ICL-SIRT078,CAL62,5.356264
17144,Ibrutinib,CAL62,5.343352
17145,Ipatasertib,CAL62,3.572936
17146,Irinotecan,CAL62,1.316215
17147,JNK Inhibitor VIII,CAL62,5.180431
17148,JQ1,CAL62,0.208055
17149,KRAS (G12C) Inhibitor-12,CAL62,4.703129
17150,KU-55933,CAL62,5.598041
17151,L-Oxonoreleagnine,CAL62,3.819017
17152,LCL161,CAL62,5.173481
17153,LGK974,CAL62,3.194703
17154,LJI308,CAL62,5.681729
17155,LMP744,CAL62,-2.221123
17156,LY2109761,CAL62,4.941075
17157,Lapatinib,CAL62,3.305933
17158,Lenalidomide,CAL62,5.070464
17159,Lestaurtinib,CAL62,0.56991
17160,Linsitinib,CAL62,3.869973
17161,Luminespib,CAL62,-3.436092
17162,MG-132,CAL62,-0.989759
17163,MIM1,CAL62,2.559562
17164,MIRA-1,CAL62,5.618571
17165,MK-1775,CAL62,0.044439
17166,MK-2206,CAL62,4.410385
17167,MK-8776,CAL62,3.75909
17168,ML323,CAL62,4.614097
17169,MN-64,CAL62,5.350049
17170,Methotrexate,CAL62,0.59379
17171,Mirin,CAL62,4.474928
17172,Mitoxantrone,CAL62,-0.463291
17173,Motesanib,CAL62,5.618578
17174,N-acetyl cysteine,CAL62,10.45079
17175,NU7441,CAL62,2.563888
17176,NVP-ADW742,CAL62,3.420141
17177,Navitoclax,CAL62,2.603299
17178,Nelarabine,CAL62,6.212372
17179,Nilotinib,CAL62,2.649759
17180,Niraparib,CAL62,5.350122
17181,Nutlin-3a (-),CAL62,5.900137
17182,OF-1,CAL62,4.057676
17183,OSI-027,CAL62,1.329313
17184,OTX015,CAL62,0.483432
17185,Obatoclax Mesylate,CAL62,-0.504244
17186,Olaparib,CAL62,3.875036
17187,Osimertinib,CAL62,1.911632
17188,Oxaliplatin,CAL62,5.463281
17189,P22077,CAL62,2.911558
17190,PCI-34051,CAL62,5.686189
17191,PD0325901,CAL62,0.573094
17192,PFI-1,CAL62,3.015555
17193,PFI3,CAL62,5.576566
17194,PLX-4720,CAL62,6.031598
17195,POMHEX,CAL62,0.947902
17196,PRIMA-1MET,CAL62,2.734643
17197,PRT062607,CAL62,4.923315
17198,Paclitaxel,CAL62,-3.926206
17199,Palbociclib,CAL62,4.873682
17200,Pevonedistat,CAL62,-1.386694
17201,Picolinici-acid,CAL62,5.632701
17202,Podophyllotoxin bromide,CAL62,-0.643123
17203,RO-3306,CAL62,3.224006
17204,RVX-208,CAL62,5.338278
17205,Rapamycin,CAL62,-0.804683
17206,Refametinib,CAL62,2.651539
17207,Ribociclib,CAL62,4.033884
17208,Romidepsin,CAL62,-5.6596
17209,Rucaparib,CAL62,4.690991
17210,SB216763,CAL62,5.462264
17211,SB590885,CAL62,4.707008
17212,SCH772984,CAL62,2.05211
17213,SGC-CBP30,CAL62,4.343521
17214,SGC0946,CAL62,1.424876
17215,SN-38,CAL62,-4.771771
17216,Sabutoclax,CAL62,0.663619
17217,Savolitinib,CAL62,3.240092
17218,Schweinfurthin A,CAL62,3.319235
17219,Selumetinib,CAL62,3.662913
17220,Sepantronium bromide,CAL62,-5.650827
17221,Serdemetan,CAL62,5.297715
17222,Sinularin,CAL62,2.592673
17223,Sorafenib,CAL62,2.35441
17224,Staurosporine,CAL62,-3.938804
17225,TW 37,CAL62,1.038968
17226,Tamoxifen,CAL62,3.337656
17227,Tanespimycin,CAL62,-0.378038
17228,Taselisib,CAL62,2.417583
17229,Telomerase Inhibitor IX,CAL62,-0.710829
17230,Temozolomide,CAL62,6.310785
17231,Temsirolimus,CAL62,1.872126
17232,Teniposide,CAL62,-0.421358
17233,Topotecan,CAL62,-1.135639
17234,UMI-77,CAL62,1.770733
17235,Ulixertinib,CAL62,0.918791
17236,Uprosertib,CAL62,4.763434
17237,VE821,CAL62,4.509465
17238,VX-11e,CAL62,2.899015
17239,Veliparib,CAL62,5.481723
17240,Venetoclax,CAL62,3.183279
17241,Vinblastine,CAL62,-4.326771
17242,Vincristine,CAL62,-3.100126
17243,Vinorelbine,CAL62,-3.854888
17244,Vismodegib,CAL62,5.404874
17245,Vorinostat,CAL62,1.262906
17246,WIKI4,CAL62,4.189528
17247,WZ4003,CAL62,5.664793
17248,Wee1 Inhibitor,CAL62,0.870823
17249,Wnt-C59,CAL62,3.923083
17250,XAV939,CAL62,4.112865
17251,YK-4-279,CAL62,1.578493
17252,ZM447439,CAL62,3.797466
17253,Zoledronate,CAL62,3.832238
17254,alpha-lipoic acid,CAL62,8.089016
17255,glutathione,CAL62,8.595062
17256,5-Fluorouracil,LOUNH91,4.239003
17257,5-azacytidine,LOUNH91,3.78202
17258,A-366,LOUNH91,5.4005
17259,ABT737,LOUNH91,1.989888
17260,AGI-5198,LOUNH91,5.562417
17261,AGI-6780,LOUNH91,4.666499
17262,AGK2,LOUNH91,3.175326
17263,AMG-319,LOUNH91,5.20485
17264,AZ6102,LOUNH91,2.694526
17265,AZD1332,LOUNH91,3.397909
17266,AZD2014,LOUNH91,2.111593
17267,AZD3759,LOUNH91,0.736865
17268,AZD4547,LOUNH91,2.434835
17269,AZD5153,LOUNH91,2.369089
17270,AZD5363,LOUNH91,3.003265
17271,AZD5438,LOUNH91,3.408816
17272,AZD5582,LOUNH91,3.9755
17273,AZD5991,LOUNH91,5.998242
17274,AZD6738,LOUNH91,3.289018
17275,AZD7762,LOUNH91,-0.577426
17276,AZD8055,LOUNH91,0.572067
17277,AZD8186,LOUNH91,2.740919
17278,Acetalax,LOUNH91,4.254635
17279,Afatinib,LOUNH91,0.323265
17280,Afuresertib,LOUNH91,3.934521
17281,Alisertib,LOUNH91,1.703518
17282,Avagacestat,LOUNH91,5.785115
17283,Axitinib,LOUNH91,3.350471
17284,BI-2536,LOUNH91,-1.670238
17285,BIBR-1532,LOUNH91,5.927832
17286,BMS-345541,LOUNH91,3.621468
17287,BMS-536924,LOUNH91,1.521869
17288,BMS-754807,LOUNH91,3.374951
17289,Bleomycin,LOUNH91,2.080167
17290,Bleomycin (50 uM),LOUNH91,1.040272
17291,Bortezomib,LOUNH91,-5.939475
17292,Bosutinib,LOUNH91,0.396089
17293,Bromosporine,LOUNH91,2.141473
17294,Buparlisib,LOUNH91,1.095116
17295,CCT007093,LOUNH91,6.077785
17296,CPI-637,LOUNH91,3.906876
17297,CZC24832,LOUNH91,5.801075
17298,Camptothecin,LOUNH91,-3.291577
17299,Carmustine,LOUNH91,7.198165
17300,Cediranib,LOUNH91,1.334601
17301,Cisplatin,LOUNH91,3.961548
17302,Crizotinib,LOUNH91,4.260502
17303,Cyclophosphamide,LOUNH91,5.855805
17304,Cytarabine,LOUNH91,2.194279
17305,Dabrafenib,LOUNH91,4.023821
17306,Dactinomycin,LOUNH91,-3.144688
17307,Dactolisib,LOUNH91,-1.485955
17308,Dihydrorotenone,LOUNH91,3.715603
17309,Dinaciclib,LOUNH91,-2.528697
17310,Docetaxel,LOUNH91,-5.055048
17311,Doramapimod,LOUNH91,5.486934
17312,EHT-1864,LOUNH91,5.239025
17313,EPZ004777,LOUNH91,5.613263
17314,EPZ5676,LOUNH91,5.504718
17315,Elephantin,LOUNH91,4.664133
17316,Entinostat,LOUNH91,2.376755
17317,Epirubicin,LOUNH91,-1.762534
17318,Erlotinib,LOUNH91,0.430107
17319,Fludarabine,LOUNH91,6.63825
17320,Foretinib,LOUNH91,0.666757
17321,Fulvestrant,LOUNH91,4.809317
17322,GDC0810,LOUNH91,6.26753
17323,GNE-317,LOUNH91,0.30751
17324,GSK-LSD1,LOUNH91,3.234997
17325,GSK1904529A,LOUNH91,4.684203
17326,GSK2110183B,LOUNH91,4.739237
17327,GSK2578215A,LOUNH91,5.525804
17328,GSK2606414,LOUNH91,3.687241
17329,GSK2801,LOUNH91,3.657274
17330,GSK2830371,LOUNH91,6.093947
17331,GSK343,LOUNH91,4.664167
17332,GSK591,LOUNH91,5.291633
17333,GW441756,LOUNH91,2.992547
17334,Gallibiscoquinazole,LOUNH91,3.748193
17335,Gemcitabine,LOUNH91,-1.22741
17336,I-BET-762,LOUNH91,3.854338
17337,I-BRD9,LOUNH91,5.059987
17338,ICL-SIRT078,LOUNH91,5.947686
17339,Ibrutinib,LOUNH91,2.63924
17340,Ipatasertib,LOUNH91,4.048635
17341,Irinotecan,LOUNH91,1.814238
17342,JNK Inhibitor VIII,LOUNH91,5.90629
17343,JQ1,LOUNH91,0.189778
17344,KRAS (G12C) Inhibitor-12,LOUNH91,4.806443
17345,KU-55933,LOUNH91,5.189277
17346,L-Oxonoreleagnine,LOUNH91,4.879502
17347,LCL161,LOUNH91,5.193299
17348,LGK974,LOUNH91,5.007044
17349,LJI308,LOUNH91,3.983597
17350,LMP744,LOUNH91,-2.256526
17351,LY2109761,LOUNH91,5.487893
17352,Lapatinib,LOUNH91,2.698921
17353,Lenalidomide,LOUNH91,5.489156
17354,Lestaurtinib,LOUNH91,-0.350671
17355,Linsitinib,LOUNH91,3.597585
17356,Luminespib,LOUNH91,-1.256621
17357,MG-132,LOUNH91,-1.836804
17358,MIM1,LOUNH91,3.616596
17359,MIRA-1,LOUNH91,6.123096
17360,MK-1775,LOUNH91,0.201656
17361,MK-2206,LOUNH91,4.163951
17362,MK-8776,LOUNH91,3.133127
17363,ML323,LOUNH91,6.533674
17364,MN-64,LOUNH91,4.272292
17365,Methotrexate,LOUNH91,-1.088696
17366,Mirin,LOUNH91,5.37752
17367,Mitoxantrone,LOUNH91,-0.476416
17368,Motesanib,LOUNH91,6.076466
17369,N-acetyl cysteine,LOUNH91,10.503462
17370,NU7441,LOUNH91,3.070225
17371,NVP-ADW742,LOUNH91,3.238259
17372,Navitoclax,LOUNH91,1.641062
17373,Nelarabine,LOUNH91,6.7927
17374,Nilotinib,LOUNH91,5.054141
17375,Niraparib,LOUNH91,5.290318
17376,Nutlin-3a (-),LOUNH91,6.312094
17377,OF-1,LOUNH91,5.221088
17378,OSI-027,LOUNH91,4.229468
17379,OTX015,LOUNH91,2.105407
17380,Obatoclax Mesylate,LOUNH91,0.466692
17381,Olaparib,LOUNH91,3.892662
17382,Osimertinib,LOUNH91,0.291857
17383,Oxaliplatin,LOUNH91,5.314884
17384,P22077,LOUNH91,5.302806
17385,PCI-34051,LOUNH91,4.930579
17386,PD0325901,LOUNH91,2.314824
17387,PFI-1,LOUNH91,4.370441
17388,PFI3,LOUNH91,5.958929
17389,PLX-4720,LOUNH91,4.626253
17390,POMHEX,LOUNH91,-0.256394
17391,PRIMA-1MET,LOUNH91,6.407901
17392,PRT062607,LOUNH91,2.10712
17393,Paclitaxel,LOUNH91,-3.370883
17394,Palbociclib,LOUNH91,4.607826
17395,Pevonedistat,LOUNH91,0.024115
17396,Picolinici-acid,LOUNH91,5.982088
17397,Podophyllotoxin bromide,LOUNH91,-0.896095
17398,RO-3306,LOUNH91,4.937725
17399,RVX-208,LOUNH91,6.005585
17400,Rapamycin,LOUNH91,-1.809004
17401,Refametinib,LOUNH91,2.960651
17402,Remodelin,LOUNH91,6.159894
17403,Ribociclib,LOUNH91,4.67342
17404,Romidepsin,LOUNH91,-6.123583
17405,Rucaparib,LOUNH91,3.584849
17406,SB216763,LOUNH91,5.98017
17407,SB590885,LOUNH91,5.404714
17408,SCH772984,LOUNH91,2.71098
17409,SGC-CBP30,LOUNH91,4.193678
17410,SGC0946,LOUNH91,1.933649
17411,SN-38,LOUNH91,-4.129128
17412,Sabutoclax,LOUNH91,-0.399969
17413,Savolitinib,LOUNH91,2.313748
17414,Schweinfurthin A,LOUNH91,1.577394
17415,Selumetinib,LOUNH91,4.450862
17416,Sepantronium bromide,LOUNH91,-4.284817
17417,Serdemetan,LOUNH91,6.030552
17418,Sinularin,LOUNH91,3.920465
17419,Sorafenib,LOUNH91,2.212264
17420,Staurosporine,LOUNH91,-3.551318
17421,Tamoxifen,LOUNH91,5.350563
17422,Tanespimycin,LOUNH91,-0.537312
17423,Taselisib,LOUNH91,2.007961
17424,Telomerase Inhibitor IX,LOUNH91,-0.02198
17425,Temozolomide,LOUNH91,7.220621
17426,Temsirolimus,LOUNH91,1.770478
17427,Teniposide,LOUNH91,0.136819
17428,Topotecan,LOUNH91,-0.738037
17429,UMI-77,LOUNH91,2.74008
17430,Ulixertinib,LOUNH91,3.716661
17431,Uprosertib,LOUNH91,2.904038
17432,VE821,LOUNH91,4.447399
17433,VX-11e,LOUNH91,3.516689
17434,Veliparib,LOUNH91,5.677414
17435,Venetoclax,LOUNH91,4.0363
17436,Vinblastine,LOUNH91,-4.948544
17437,Vincristine,LOUNH91,-3.217339
17438,Vinorelbine,LOUNH91,-4.671462
17439,Vismodegib,LOUNH91,5.890329
17440,Vorinostat,LOUNH91,1.906345
17441,WIKI4,LOUNH91,3.936387
17442,WZ4003,LOUNH91,3.610432
17443,Wee1 Inhibitor,LOUNH91,2.511983
17444,Wnt-C59,LOUNH91,6.056172
17445,XAV939,LOUNH91,4.38624
17446,YK-4-279,LOUNH91,1.65777
17447,ZM447439,LOUNH91,3.229044
17448,Zoledronate,LOUNH91,3.184703
17449,alpha-lipoic acid,LOUNH91,7.974685
17450,glutathione,LOUNH91,9.875652
17451,5-Fluorouracil,NCIH660,5.268168
17452,ABT737,NCIH660,-1.120802
17453,AGI-5198,NCIH660,4.292678
17454,AGI-6780,NCIH660,5.345981
17455,AGK2,NCIH660,3.542562
17456,AMG-319,NCIH660,5.091929
17457,AZ6102,NCIH660,5.165166
17458,AZD3759,NCIH660,1.978541
17459,AZD4547,NCIH660,5.316614
17460,AZD5363,NCIH660,2.622118
17461,AZD5582,NCIH660,1.90152
17462,AZD6482,NCIH660,3.5192
17463,AZD6738,NCIH660,3.709281
17464,AZD7762,NCIH660,1.218169
17465,AZD8186,NCIH660,4.005133
17466,Afatinib,NCIH660,2.459583
17467,Afuresertib,NCIH660,2.792303
17468,Alisertib,NCIH660,4.792804
17469,Avagacestat,NCIH660,4.853276
17470,Axitinib,NCIH660,4.694023
17471,BI-2536,NCIH660,2.135582
17472,BIBR-1532,NCIH660,3.547658
17473,BMS-345541,NCIH660,4.567191
17474,BMS-536924,NCIH660,5.337354
17475,BMS-754807,NCIH660,5.357238
17476,BX795,NCIH660,3.55885
17477,Bicalutamide,NCIH660,5.087131
17478,Bortezomib,NCIH660,-4.209786
17479,Bosutinib,NCIH660,3.567415
17480,Buparlisib,NCIH660,3.067026
17481,CCT-018159,NCIH660,5.339656
17482,CCT007093,NCIH660,4.751576
17483,CHIR-99021,NCIH660,5.319335
17484,CZC24832,NCIH660,5.152569
17485,Camptothecin,NCIH660,0.623068
17486,Cediranib,NCIH660,4.221624
17487,Crizotinib,NCIH660,4.539712
17488,Cyclophosphamide,NCIH660,4.777957
17489,Dabrafenib,NCIH660,3.926252
17490,Dactolisib,NCIH660,1.079995
17491,Daporinad,NCIH660,1.933903
17492,Dinaciclib,NCIH660,2.392706
17493,Docetaxel,NCIH660,-1.414952
17494,Doramapimod,NCIH660,3.081509
17495,EHT-1864,NCIH660,4.05107
17496,EPZ004777,NCIH660,4.591326
17497,EPZ5676,NCIH660,5.36106
17498,Elesclomol,NCIH660,-0.138194
17499,Entinostat,NCIH660,0.440531
17500,Epirubicin,NCIH660,3.320957
17501,Erlotinib,NCIH660,5.0332
17502,Foretinib,NCIH660,2.595458
17503,Fulvestrant,NCIH660,3.058561
17504,GDC0810,NCIH660,5.115112
17505,GNE-317,NCIH660,2.887513
17506,GSK1904529A,NCIH660,4.892095
17507,GSK2578215A,NCIH660,4.703172
17508,GSK2606414,NCIH660,5.361502
17509,GSK269962A,NCIH660,3.736962
17510,GSK343,NCIH660,2.756217
17511,GSK591,NCIH660,4.536224
17512,GW441756,NCIH660,3.112108
17513,Gemcitabine,NCIH660,3.015187
17514,I-BET-762,NCIH660,4.799893
17515,I-BRD9,NCIH660,5.231184
17516,Ibrutinib,NCIH660,5.342205
17517,Ipatasertib,NCIH660,3.191064
17518,Irinotecan,NCIH660,3.481922
17519,JNK Inhibitor VIII,NCIH660,5.031972
17520,JQ1,NCIH660,4.23671
17521,KRAS (G12C) Inhibitor-12,NCIH660,5.786541
17522,KU-55933,NCIH660,5.360653
17523,LCL161,NCIH660,4.627291
17524,LGK974,NCIH660,4.815443
17525,LJI308,NCIH660,4.470094
17526,LY2109761,NCIH660,3.487976
17527,Lapatinib,NCIH660,4.048964
17528,Lenalidomide,NCIH660,5.212644
17529,Lestaurtinib,NCIH660,1.343517
17530,Linsitinib,NCIH660,4.747479
17531,Luminespib,NCIH660,0.398795
17532,MG-132,NCIH660,-0.629953
17533,MIRA-1,NCIH660,5.009548
17534,MK-1775,NCIH660,3.139519
17535,MK-2206,NCIH660,2.989955
17536,MK-8776,NCIH660,4.052637
17537,ML323,NCIH660,5.728367
17538,MN-64,NCIH660,5.049364
17539,Methotrexate,NCIH660,2.612125
17540,Mirin,NCIH660,5.696354
17541,Motesanib,NCIH660,5.348619
17542,NU7441,NCIH660,5.308548
17543,NVP-ADW742,NCIH660,4.072083
17544,Navitoclax,NCIH660,-1.238057
17545,Nilotinib,NCIH660,4.014597
17546,Niraparib,NCIH660,4.421616
17547,Nutlin-3a (-),NCIH660,4.923241
17548,OF-1,NCIH660,4.444926
17549,OSI-027,NCIH660,4.186402
17550,OTX015,NCIH660,4.878661
17551,Olaparib,NCIH660,5.315434
17552,Osimertinib,NCIH660,1.696427
17553,Oxaliplatin,NCIH660,4.381885
17554,P22077,NCIH660,2.237742
17555,PCI-34051,NCIH660,4.83696
17556,PD0325901,NCIH660,3.947876
17557,PF-4708671,NCIH660,4.071239
17558,PFI-1,NCIH660,5.296176
17559,PFI3,NCIH660,5.36133
17560,PLX-4720,NCIH660,4.681936
17561,PRIMA-1MET,NCIH660,5.681982
17562,PRT062607,NCIH660,4.658161
17563,Paclitaxel,NCIH660,0.248296
17564,Palbociclib,NCIH660,3.496087
17565,Pevonedistat,NCIH660,3.173901
17566,Picolinici-acid,NCIH660,5.27926
17567,Piperlongumine,NCIH660,2.279527
17568,RO-3306,NCIH660,4.405105
17569,RVX-208,NCIH660,4.75126
17570,Rapamycin,NCIH660,0.730717
17571,Refametinib,NCIH660,5.124839
17572,Ribociclib,NCIH660,3.816293
17573,Rucaparib,NCIH660,3.315347
17574,SB216763,NCIH660,5.293946
17575,SB505124,NCIH660,2.788433
17576,SB590885,NCIH660,4.668355
17577,SCH772984,NCIH660,4.766808
17578,SGC0946,NCIH660,1.740036
17579,SL0101,NCIH660,4.579551
17580,SN-38,NCIH660,2.854814
17581,Sabutoclax,NCIH660,1.655765
17582,Savolitinib,NCIH660,2.797799
17583,Selumetinib,NCIH660,5.331881
17584,Sepantronium bromide,NCIH660,-3.50261
17585,Serdemetan,NCIH660,5.252402
17586,Sorafenib,NCIH660,2.665449
17587,Staurosporine,NCIH660,0.50714
17588,Tamoxifen,NCIH660,5.001976
17589,Tanespimycin,NCIH660,2.715145
17590,Taselisib,NCIH660,3.187493
17591,Telomerase Inhibitor IX,NCIH660,1.666913
17592,Temozolomide,NCIH660,5.714448
17593,Temsirolimus,NCIH660,2.179416
17594,Tretinoin,NCIH660,4.895717
17595,Ulixertinib,NCIH660,4.826233
17596,Uprosertib,NCIH660,3.518677
17597,VE821,NCIH660,4.551123
17598,VX-11e,NCIH660,5.033385
17599,Veliparib,NCIH660,4.534437
17600,Venetoclax,NCIH660,-0.215924
17601,Vinorelbine,NCIH660,-0.300091
17602,Vismodegib,NCIH660,5.188578
17603,Vorinostat,NCIH660,0.472147
17604,WIKI4,NCIH660,4.280086
17605,WZ4003,NCIH660,5.325584
17606,Wee1 Inhibitor,NCIH660,3.275467
17607,Wnt-C59,NCIH660,4.50751
17608,XAV939,NCIH660,4.320474
17609,YK-4-279,NCIH660,4.092615
17610,ZM447439,NCIH660,4.273894
17611,5-Fluorouracil,HS766T,7.70629
17612,5-azacytidine,HS766T,2.890795
17613,A-366,HS766T,6.992154
17614,ABT737,HS766T,2.491097
17615,AGI-5198,HS766T,6.049554
17616,AGK2,HS766T,4.477158
17617,AMG-319,HS766T,5.604947
17618,AZ6102,HS766T,7.044529
17619,AZD3759,HS766T,4.070816
17620,AZD4547,HS766T,5.509858
17621,AZD5363,HS766T,3.824657
17622,AZD6738,HS766T,2.5841
17623,AZD7762,HS766T,1.147263
17624,AZD8055,HS766T,-1.388155
17625,AZD8186,HS766T,2.622513
17626,Afatinib,HS766T,3.479282
17627,Afuresertib,HS766T,3.275175
17628,Alisertib,HS766T,4.821329
17629,Avagacestat,HS766T,6.436801
17630,Axitinib,HS766T,6.381608
17631,BI-2536,HS766T,3.62122
17632,BIBR-1532,HS766T,6.578053
17633,BMS-536924,HS766T,2.279514
17634,BMS-754807,HS766T,7.367145
17635,Bleomycin (50 uM),HS766T,3.854226
17636,Bortezomib,HS766T,-3.786246
17637,Bosutinib,HS766T,4.212155
17638,Buparlisib,HS766T,1.830519
17639,CCT007093,HS766T,6.004193
17640,CPI-637,HS766T,5.2568
17641,Camptothecin,HS766T,0.617225
17642,Cediranib,HS766T,2.422786
17643,Cisplatin,HS766T,6.629911
17644,Crizotinib,HS766T,6.519568
17645,Cyclophosphamide,HS766T,6.202179
17646,Cytarabine,HS766T,5.596162
17647,Dabrafenib,HS766T,5.913659
17648,Dactinomycin,HS766T,-1.837325
17649,Dactolisib,HS766T,-3.108146
17650,Daporinad,HS766T,0.829761
17651,Docetaxel,HS766T,-1.569222
17652,Doramapimod,HS766T,6.738256
17653,EHT-1864,HS766T,3.757851
17654,EPZ004777,HS766T,6.055413
17655,EPZ5676,HS766T,7.340866
17656,Epirubicin,HS766T,1.704694
17657,Erlotinib,HS766T,4.903506
17658,Foretinib,HS766T,1.329682
17659,Fulvestrant,HS766T,4.102997
17660,GDC0810,HS766T,6.122566
17661,GNE-317,HS766T,-0.463831
17662,GSK1904529A,HS766T,4.569734
17663,GSK2578215A,HS766T,4.142067
17664,GSK2830371,HS766T,6.416681
17665,GSK343,HS766T,6.564908
17666,GSK591,HS766T,4.493706
17667,GW441756,HS766T,5.52346
17668,Gemcitabine,HS766T,3.529721
17669,I-BRD9,HS766T,5.786663
17670,ICL-SIRT078,HS766T,5.594073
17671,Ipatasertib,HS766T,3.736391
17672,Irinotecan,HS766T,7.6044
17673,JNK Inhibitor VIII,HS766T,6.02652
17674,JQ1,HS766T,3.562549
17675,KU-55933,HS766T,7.122532
17676,LGK974,HS766T,5.681594
17677,LJI308,HS766T,7.146262
17678,Lapatinib,HS766T,4.641555
17679,Lenalidomide,HS766T,6.97754
17680,Lestaurtinib,HS766T,0.667457
17681,Linsitinib,HS766T,6.765196
17682,Luminespib,HS766T,1.352712
17683,MG-132,HS766T,-0.590576
17684,MIM1,HS766T,6.162758
17685,MIRA-1,HS766T,7.188499
17686,MK-1775,HS766T,2.310666
17687,MK-2206,HS766T,4.489363
17688,MK-8776,HS766T,3.067662
17689,Methotrexate,HS766T,4.725115
17690,Motesanib,HS766T,7.461904
17691,N-acetyl cysteine,HS766T,9.957613
17692,NU7441,HS766T,3.343527
17693,NVP-ADW742,HS766T,5.703145
17694,Navitoclax,HS766T,2.316067
17695,Nilotinib,HS766T,4.165952
17696,Nutlin-3a (-),HS766T,7.488047
17697,OSI-027,HS766T,1.51282
17698,Obatoclax Mesylate,HS766T,2.105026
17699,Olaparib,HS766T,6.221051
17700,Osimertinib,HS766T,2.823474
17701,Oxaliplatin,HS766T,5.035884
17702,P22077,HS766T,6.801575
17703,PD0325901,HS766T,-0.703267
17704,PFI-1,HS766T,5.644883
17705,PLX-4720,HS766T,3.339322
17706,POMHEX,HS766T,2.659676
17707,Paclitaxel,HS766T,-0.053763
17708,Palbociclib,HS766T,5.045304
17709,Pevonedistat,HS766T,4.280544
17710,RO-3306,HS766T,6.430146
17711,Rapamycin,HS766T,-1.655629
17712,Refametinib,HS766T,0.863505
17713,Ribociclib,HS766T,5.173894
17714,Rucaparib,HS766T,5.484338
17715,SB216763,HS766T,6.748777
17716,SB590885,HS766T,6.344772
17717,SCH772984,HS766T,2.638866
17718,SGC0946,HS766T,3.877911
17719,SN-38,HS766T,3.958822
17720,Savolitinib,HS766T,4.702542
17721,Selumetinib,HS766T,1.954164
17722,Sepantronium bromide,HS766T,-2.761656
17723,Serdemetan,HS766T,5.027272
17724,Sorafenib,HS766T,3.173832
17725,Staurosporine,HS766T,-2.31154
17726,TW 37,HS766T,6.268233
17727,Tamoxifen,HS766T,3.250171
17728,Tanespimycin,HS766T,0.551064
17729,Taselisib,HS766T,4.122841
17730,Telomerase Inhibitor IX,HS766T,2.14533
17731,Temozolomide,HS766T,8.532414
17732,Temsirolimus,HS766T,0.198885
17733,UMI-77,HS766T,3.906147
17734,Ulixertinib,HS766T,2.580334
17735,Uprosertib,HS766T,6.214146
17736,VE821,HS766T,5.841403
17737,VX-11e,HS766T,3.334541
17738,Veliparib,HS766T,6.94859
17739,Venetoclax,HS766T,6.237528
17740,Vinblastine,HS766T,-0.03353
17741,Vinorelbine,HS766T,1.26404
17742,Vismodegib,HS766T,7.273067
17743,Vorinostat,HS766T,2.013945
17744,WIKI4,HS766T,5.203341
17745,Wee1 Inhibitor,HS766T,2.232747
17746,YK-4-279,HS766T,3.641047
17747,ZM447439,HS766T,4.188401
17748,alpha-lipoic acid,HS766T,7.976113
17749,glutathione,HS766T,9.444235
17750,5-Fluorouracil,SCC9,4.341688
17751,5-azacytidine,SCC9,6.012415
17752,A-366,SCC9,4.886863
17753,ABT737,SCC9,2.337279
17754,AGI-5198,SCC9,4.504966
17755,AGI-6780,SCC9,4.237548
17756,AGK2,SCC9,3.661605
17757,AMG-319,SCC9,5.403913
17758,AZ6102,SCC9,2.909998
17759,AZD1332,SCC9,5.62567
17760,AZD2014,SCC9,2.524752
17761,AZD3759,SCC9,1.708669
17762,AZD4547,SCC9,4.514255
17763,AZD5153,SCC9,1.305395
17764,AZD5363,SCC9,3.82803
17765,AZD5438,SCC9,1.52885
17766,AZD5582,SCC9,2.048554
17767,AZD5991,SCC9,3.007823
17768,AZD6738,SCC9,3.146175
17769,AZD7762,SCC9,1.982738
17770,AZD8055,SCC9,1.376258
17771,AZD8186,SCC9,2.901865
17772,Acetalax,SCC9,0.309593
17773,Afatinib,SCC9,-0.49987
17774,Afuresertib,SCC9,3.822778
17775,Alisertib,SCC9,2.409616
17776,Avagacestat,SCC9,5.28151
17777,Axitinib,SCC9,3.71119
17778,BI-2536,SCC9,1.224562
17779,BIBR-1532,SCC9,5.617825
17780,BMS-345541,SCC9,5.322894
17781,BMS-536924,SCC9,2.677505
17782,BMS-754807,SCC9,4.923095
17783,Bleomycin,SCC9,3.093555
17784,Bleomycin (50 uM),SCC9,5.298538
17785,Bortezomib,SCC9,-4.233407
17786,Bosutinib,SCC9,0.861504
17787,Bromosporine,SCC9,1.38229
17788,Buparlisib,SCC9,1.730204
17789,CCT007093,SCC9,5.571573
17790,CPI-637,SCC9,3.863416
17791,CZC24832,SCC9,4.314345
17792,Camptothecin,SCC9,-0.206888
17793,Carmustine,SCC9,7.020898
17794,Cediranib,SCC9,2.956373
17795,Cisplatin,SCC9,4.228991
17796,Crizotinib,SCC9,3.439652
17797,Cyclophosphamide,SCC9,5.954813
17798,Cytarabine,SCC9,3.166742
17799,Dabrafenib,SCC9,5.881128
17800,Dactinomycin,SCC9,-2.300021
17801,Dactolisib,SCC9,1.019959
17802,Daporinad,SCC9,-2.908317
17803,Dihydrorotenone,SCC9,-1.601605
17804,Dinaciclib,SCC9,-3.809032
17805,Docetaxel,SCC9,-3.907342
17806,Doramapimod,SCC9,5.947664
17807,EHT-1864,SCC9,4.462396
17808,EPZ004777,SCC9,4.957121
